Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS3	Razor + unique peptides MS3	Unique peptides MS3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS3	Reporter intensity corrected 1 MS3	Reporter intensity corrected 2 MS3	Reporter intensity corrected 3 MS3	Reporter intensity corrected 4 MS3	Reporter intensity corrected 5 MS3	Reporter intensity corrected 6 MS3	Reporter intensity corrected 7 MS3	Reporter intensity corrected 8 MS3	Reporter intensity corrected 9 MS3	Reporter intensity 0 MS3	Reporter intensity 1 MS3	Reporter intensity 2 MS3	Reporter intensity 3 MS3	Reporter intensity 4 MS3	Reporter intensity 5 MS3	Reporter intensity 6 MS3	Reporter intensity 7 MS3	Reporter intensity 8 MS3	Reporter intensity 9 MS3	Reporter intensity count 0 MS3	Reporter intensity count 1 MS3	Reporter intensity count 2 MS3	Reporter intensity count 3 MS3	Reporter intensity count 4 MS3	Reporter intensity count 5 MS3	Reporter intensity count 6 MS3	Reporter intensity count 7 MS3	Reporter intensity count 8 MS3	Reporter intensity count 9 MS3	Sequence coverage MS3 [%]	Intensity	Intensity MS3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P32664	P32664	8	8	8	NADH pyrophosphatase	nudC		1	8	8	8	8	8	8	33.1	33.1	33.1	29.689	257	257	0	25.22	24600	34143	21094	30391	37094	23451	23947	29373	26825	32747	23265	32232	21614	31322	36515	23952	25086	30221	26346	31515	10	10	10	10	10	10	10	10	10	10	24600	34143	21094	30391	37094	23451	23947	29373	26825	32747	23265	32232	21614	31322	36515	23952	25086	30221	26346	31515	10	10	10	10	10	10	10	10	10	10	33.1	183720000	183720000	10				1444	2444;4141;4675;5841;9641;13176;17591;17605	True;True;True;True;True;True;True;True	2731;4600;5199;5200;6498;10677;10678;14838;19741;19756	4187;6896;7743;7744;9566;15450;15451;21431;28382;28402	4822;7891;8857;8858;10924;17621;17622;24396;32222;32244	4822;7891;8857;10924;17622;24396;32222;32244	2203;2204	105;176
P32677	P32677	1	1	1	Uncharacterized HTH-type transcriptional regulator YijO	yijO		1	1	1	1	1	1	1	3.2	3.2	3.2	32.149	283	283	0	3.8318	1637.8	1438.1	1436.6	1748.8	2047.9	1425.6	1343.9	1917.7	1451.3	1268.3	1549.1	1360.3	1464.3	1771.4	2032.2	1452	1404.7	1942.7	1427.4	1238.7	1	1	1	1	1	1	1	1	1	1	1637.8	1438.1	1436.6	1748.8	2047.9	1425.6	1343.9	1917.7	1451.3	1268.3	1549.1	1360.3	1464.3	1771.4	2032.2	1452	1404.7	1942.7	1427.4	1238.7	1	1	1	1	1	1	1	1	1	1	3.2	0	0	1				1445	14322	True	16100	23228	26434	26434		
P32680	P32680	5	5	5	Uncharacterized protein YjaG	yjaG		1	5	5	5	5	5	5	19.9	19.9	19.9	22.612	196	196	0	10.268	27157	30261	25176	28807	34996	26213	31486	31404	29803	28550	25690	28578	25578	29625	34883	26509	32172	32160	29478	27610	6	6	6	6	6	6	6	6	6	6	27157	30261	25176	28807	34996	26213	31486	31404	29803	28550	25690	28578	25578	29625	34883	26509	32172	32160	29478	27610	6	6	6	6	6	6	6	6	6	6	19.9	221010000	221010000	6				1446	3421;9750;10212;11051;16771	True;True;True;True;True	3814;10793;11311;12373;18837	5744;15607;16304;17887;27135;27136	6569;17799;18592;20382;30793;30794	6569;17799;18592;20382;30794		
P32684	P32684	8	8	8	Ribosomal large subunit pseudouridine synthase F	rluF		1	8	8	8	8	8	8	30.3	30.3	30.3	32.476	290	290	0	50.404	30447	29689	30070	31593	35969	31426	33245	32294	32900	36291	28809	28057	30368	32320	36114	31586	33962	33453	32477	34919	11	11	11	11	11	11	11	11	11	11	30447	29689	30070	31593	35969	31426	33245	32294	32900	36291	28809	28057	30368	32320	36114	31586	33962	33453	32477	34919	11	11	11	11	11	11	11	11	11	11	30.3	515030000	515030000	11				1447	2918;4768;6397;8283;8531;10803;16774;17820	True;True;True;True;True;True;True;True	3249;5304;7119;9223;9490;11977;18840;19999	4907;4908;7898;10472;13504;13505;13868;17237;27140;28735	5626;5627;5628;9041;11956;15464;15465;15868;19648;30798;32621	5627;9041;11956;15464;15868;19648;30798;32621	2205	192
P32685	P32685	2	2	2	Uncharacterized protein YjbD	yjbD		1	2	2	2	2	2	2	34.4	34.4	34.4	10.532	90	90	0	28.094	6090.6	5765.1	5805.1	6574.6	7133.9	5825.6	5937.2	6578.6	6512.1	6642.7	5762.2	5450.7	5875.8	6689.2	7144.7	5894.7	6116.8	6769.7	6401.1	6407.2	3	3	3	3	3	3	3	3	3	3	6090.6	5765.1	5805.1	6574.6	7133.9	5825.6	5937.2	6578.6	6512.1	6642.7	5762.2	5450.7	5875.8	6689.2	7144.7	5894.7	6116.8	6769.7	6401.1	6407.2	3	3	3	3	3	3	3	3	3	3	34.4	110250000	110250000	3				1448	12354;16652	True;True	13920;18690	20188;26918;26919	23002;30553;30554	23002;30553		
P32695	P32695	9	9	9	tRNA-dihydrouridine synthase A	dusA		1	9	9	9	9	9	9	37.7	37.7	37.7	38.467	345	345	0	31.167	24796	25404	24250	27612	31725	24127	30252	28950	26485	27674	23461	24011	24539	28161	31729	24450	30762	29686	26289	26729	12	12	13	12	13	12	13	13	12	13	24796	25404	24250	27612	31725	24127	30252	28950	26485	27674	23461	24011	24539	28161	31729	24450	30762	29686	26289	26729	12	12	13	12	13	12	13	13	12	13	37.7	214570000	214570000	13				1449	645;2006;3293;3546;3939;4201;5771;5786;7120	True;True;True;True;True;True;True;True;True	715;2258;3675;3953;4383;4667;6424;6440;7929;7930	1085;3462;5548;5945;6580;6992;9469;9490;11623;11624	1248;1249;1250;3996;6338;6790;7535;7995;10815;10840;13317;13318;13319	1248;3996;6338;6790;7535;7995;10815;10840;13318	2206	303
P32703	P32703	1	1	1	Uncharacterized Na(+)/H(+) exchanger YjcE	yjcE		1	1	1	1	1	1	1	1.6	1.6	1.6	60.522	549	549	0	8.5772	1769.9	1881.2	1439.8	1650.6	1879.3	1883.1	1759.4	1556.3	1692.4	1934.4	1673.5	1775.8	1473.9	1712.6	1879.4	1876.7	1794.8	1632	1672.7	1857.5	1	1	1	1	1	1	1	1	1	1	1769.9	1881.2	1439.8	1650.6	1879.3	1883.1	1759.4	1556.3	1692.4	1934.4	1673.5	1775.8	1473.9	1712.6	1879.4	1876.7	1794.8	1632	1672.7	1857.5	1	1	1	1	1	1	1	1	1	1	1.6	16737000	16737000	1				1450	3996	True	4445	6676	7638	7638		
P32705	P32705	3	3	3	Cation/acetate symporter ActP	actP		1	3	3	3	3	3	3	5.3	5.3	5.3	59.196	549	549	0	9.9517	25441	22745	20690	22771	24330	21430	24897	24818	23384	24306	24056	21486	21152	23357	24482	21628	25275	25496	23137	23461	3	3	3	3	3	3	3	3	3	3	25441	22745	20690	22771	24330	21430	24897	24818	23384	24306	24056	21486	21152	23357	24482	21628	25275	25496	23137	23461	3	3	3	3	3	3	3	3	3	3	5.3	321730000	321730000	3				1451	4979;14370;18065	True;True;True	5534;16154;20284	8225;23297;29160	9417;26506;33102	9417;26506;33102		
P33012	P33012	2	2	2	DNA gyrase inhibitor	sbmC		1	2	2	2	2	2	2	21	21	21	18.081	157	157	0	7.2504	1810.1	2952	1900.7	2432.4	3454.3	2590.7	2405.9	2142.2	2615.6	2522.9	1713.1	2785.7	1925.7	2531.8	3399	2588.9	2505.1	2242.2	2572	2425.2	3	3	3	3	3	3	3	3	3	3	1810.1	2952	1900.7	2432.4	3454.3	2590.7	2405.9	2142.2	2615.6	2522.9	1713.1	2785.7	1925.7	2531.8	3399	2588.9	2505.1	2242.2	2572	2425.2	3	3	3	3	3	3	3	3	3	3	21	114900000	114900000	3				1452	4737;15647	True;True	5268;17576	7835;7836;25352	8961;8962;28813	8962;28813		
P33018	P33018	3	3	3	S-formylglutathione hydrolase YeiG	yeiG		1	3	3	3	3	3	3	15.1	15.1	15.1	31.259	278	278	0	6.4735	7236.4	11339	7084.7	9007	11802	7495.9	10214	10423	9543.3	7825.4	6846.9	10698	7197.4	9366.1	11675	7632.4	10455	10578	9444.8	7609.8	3	3	3	3	3	3	3	3	3	3	7236.4	11339	7084.7	9007	11802	7495.9	10214	10423	9543.3	7825.4	6846.9	10698	7197.4	9366.1	11675	7632.4	10455	10578	9444.8	7609.8	3	3	3	3	3	3	3	3	3	3	15.1	76522000	76522000	3				1453	624;2700;5069	True;True;True	694;3011;5637	1055;4589;8366	1215;5283;9585	1215;5283;9585		
P33025	P33025	2	2	2	Pseudouridine-5-phosphate glycosidase	psuG		1	2	2	2	2	2	2	5.4	5.4	5.4	32.909	312	312	0	6.6748	3226	4451.7	3057.9	3633.3	4982.7	3409	4252.6	4420.7	4065.7	3643.8	3051.9	4200.7	3111	3776.9	4932.3	3446.5	4358.7	4504.8	4019.5	3533.4	2	2	2	2	2	2	2	2	2	2	3226	4451.7	3057.9	3633.3	4982.7	3409	4252.6	4420.7	4065.7	3643.8	3051.9	4200.7	3111	3776.9	4932.3	3446.5	4358.7	4504.8	4019.5	3533.4	2	2	2	2	2	2	2	2	2	2	5.4	22862000	22862000	2				1454	1195;15556	True;True	1331;17479	2044;25214	2352;28663	2352;28663		
P33030	P33030	7	7	7	Uncharacterized protein YeiR	yeiR		1	7	7	7	7	7	7	25.9	25.9	25.9	36.113	328	328	0	36.737	15919	15666	14336	16605	21181	14542	16661	17752	15606	16010	15058	14804	14602	16959	21026	14738	17148	18165	15443	15486	8	8	8	8	8	8	8	8	8	8	15919	15666	14336	16605	21181	14542	16661	17752	15606	16010	15058	14804	14602	16959	21026	14738	17148	18165	15443	15486	8	8	8	8	8	8	8	8	8	8	25.9	164690000	164690000	8				1455	3054;6228;8081;9841;12509;15378;15619	True;True;True;True;True;True;True	3403;6915;9004;10886;14093;17289;17544	5124;10177;13176;15714;20420;24962;25307;25308	5867;11616;15093;17915;23262;28393;28764;28765	5867;11616;15093;17915;23262;28393;28764		
P33136	P33136	25	25	25	Glucans biosynthesis protein G	mdoG		1	25	25	25	25	25	25	61.3	61.3	61.3	57.912	511	511	0	217.39	211190	208020	201470	207730	234430	204980	229140	215800	214870	226350	199800	196500	203820	213260	235870	206150	233110	222870	212610	218130	48	48	48	48	48	48	48	48	48	48	211190	208020	201470	207730	234430	204980	229140	215800	214870	226350	199800	196500	203820	213260	235870	206150	233110	222870	212610	218130	48	48	48	48	48	48	48	48	48	48	61.3	8990600000	8990600000	48				1456	169;2069;2805;2850;3171;4921;5482;6234;6633;7082;8034;8659;9227;9548;10454;11413;12834;14243;16392;17538;17622;18036;18037;18072;18073	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	189;2324;3123;3124;3173;3539;5467;6098;6922;7388;7885;7886;8955;9624;10229;10230;10573;11575;12883;12884;14457;16013;18402;19684;19776;20250;20251;20291;20292	312;3546;3547;4730;4731;4799;4800;4801;5329;5330;5331;8127;8988;10187;10864;11547;11548;11549;13110;13111;14047;14857;14858;14859;15316;16648;18724;18725;18726;20928;23095;26509;26510;26511;28300;28438;29107;29108;29109;29169;29170	370;4088;4089;4090;5436;5437;5510;5511;5512;5513;6095;6096;6097;6098;9307;10265;11628;12405;13218;13219;13220;15022;15023;16064;16946;16947;16948;16949;16950;17465;18968;21351;21352;21353;23828;26281;30105;30106;30107;32123;32124;32290;32291;33042;33043;33044;33111;33112	370;4089;5436;5513;6096;9307;10265;11628;12405;13220;15022;16064;16949;17465;18968;21352;23828;26281;30107;32123;32290;33042;33043;33111;33112	2207;2208;2209;2210	87;151;304;436
P33195	P33195	36	36	36	Glycine dehydrogenase (decarboxylating)	gcvP		1	36	36	36	36	36	36	50.3	50.3	50.3	104.38	957	957	0	238.35	311510	288070	279110	309230	331400	260700	332080	315700	291040	299470	294650	272250	283550	315430	333190	264720	336860	323570	288910	289290	85	85	85	85	85	84	84	85	85	84	311510	288070	279110	309230	331400	260700	332080	315700	291040	299470	294650	272250	283550	315430	333190	264720	336860	323570	288910	289290	85	85	85	85	85	84	84	85	85	84	50.3	18657000000	18657000000	85				1457	411;465;509;811;839;1685;2246;2404;2767;2816;3692;4631;4981;5055;5087;9068;9636;10170;10409;10444;11074;11075;11257;11557;11697;11761;12503;13354;13722;14040;14041;14928;15508;15848;17781;17914	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	457;517;567;568;904;935;936;1890;2515;2686;3083;3136;3137;3138;4114;5153;5536;5623;5656;10058;10671;11263;11523;11563;11564;12408;12409;12680;13041;13192;13272;13273;14086;15027;15421;15781;15782;16769;16770;17429;17796;19952;19953;19954;20107;20108	724;804;805;806;870;871;1390;1435;1436;1437;1438;2854;2855;2856;3832;3833;4112;4675;4747;4748;4749;4750;4751;6189;6190;6191;7684;7685;8227;8228;8341;8396;14625;15444;16237;16578;16579;16635;16636;17930;17931;18333;18956;18957;18958;19175;19303;19304;20408;20409;21696;21697;22219;22220;22752;22753;22754;24206;24207;24208;24209;24210;25149;25657;28665;28666;28667;28668;28669;28670;28671;28672;28673;28915;28916	839;930;931;932;1006;1007;1606;1657;1658;1659;1660;3276;3277;3278;4413;4414;4736;5374;5375;5454;5455;5456;5457;5458;7077;7078;7079;8789;8790;9419;9420;9421;9422;9550;9551;9620;16692;17615;18512;18894;18895;18955;18956;20429;20430;20872;21619;21620;21621;21863;22014;22015;23250;23251;24724;24725;24726;25297;25298;25900;25901;25902;27538;27539;27540;27541;27542;27543;28591;28592;29162;32545;32546;32547;32548;32549;32550;32551;32552;32553;32554;32555;32556;32834;32835	839;932;1007;1606;1659;3276;4413;4736;5374;5455;7079;8789;9421;9550;9620;16692;17615;18512;18895;18956;20429;20430;20872;21620;21863;22014;23250;24725;25298;25900;25902;27542;28591;29162;32552;32835	2211;2212;2213;2214;2215;2216;2217;2218;2219;2220;2221	102;277;488;489;492;506;514;567;650;721;745
P33218	P33218	4	4	4	Inner membrane protein YebE	yebE		1	4	4	4	4	4	4	21.5	21.5	21.5	23.687	219	219	0	23.779	29847	28569	29742	31539	34020	27149	35416	33638	31562	32157	28242	27005	30009	32132	34287	27551	35878	34459	31305	31058	7	7	7	7	7	7	7	7	7	7	29847	28569	29742	31539	34020	27149	35416	33638	31562	32157	28242	27005	30009	32132	34287	27551	35878	34459	31305	31058	7	7	7	7	7	7	7	7	7	7	21.5	640690000	640690000	7				1458	110;121;5557;14616	True;True;True;True	130;141;6183;16428	222;223;236;9109;9110;23730	264;265;280;10398;10399;10400;27009	264;280;10400;27009		
P33219	P33219	4	4	4	Protein YebF	yebF		1	4	4	4	4	4	4	35.6	35.6	35.6	12.962	118	118	0	5.9047	3617.4	3968.4	3019	3533.8	4115.1	3600.6	3632.2	3832.8	3359.6	3595.8	3420.7	3746.3	3086.9	3656	4104.2	3615.7	3713	3943.9	3326.5	3471.6	4	4	4	4	4	4	4	4	4	3	3617.4	3968.4	3019	3533.8	4115.1	3600.6	3632.2	3832.8	3359.6	3595.8	3420.7	3746.3	3086.9	3656	4104.2	3615.7	3713	3943.9	3326.5	3471.6	4	4	4	4	4	4	4	4	4	3	35.6	118880000	118880000	4				1459	755;2111;13206;13606	True;True;True;True	839;2367;14871;15295	1280;3622;21482;22049	1485;4174;24463;25114	1485;4174;24463;25114		
P33221	P33221	5	5	5	Phosphoribosylglycinamide formyltransferase 2	purT		1	5	5	5	5	5	5	15.1	15.1	15.1	42.433	392	392	0	12.289	12066	12039	10911	11259	14783	9867.1	12564	12594	12123	11542	11413	11368	11096	11585	14741	10003	12883	12874	11980	11159	6	6	6	6	6	5	6	6	6	6	12066	12039	10911	11259	14783	9867.1	12564	12594	12123	11542	11413	11368	11096	11585	14741	10003	12883	12874	11980	11159	6	6	6	6	6	5	6	6	6	6	15.1	74523000	74523000	6				1460	599;9516;9520;13623;16718	True;True;True;True;True	668;10540;10544;15316;18766	1020;15275;15279;22080;27023	1176;1177;17419;17423;25146;30670	1176;17419;17423;25146;30670		
P33224	P33224	7	7	7	Putative acyl-CoA dehydrogenase AidB	aidB		1	7	7	7	7	7	7	13.1	13.1	13.1	60.589	541	541	0	13.921	13242	12236	13861	13547	14887	12296	14797	13845	14122	13360	12533	11566	13934	13810	15044	12426	15048	14230	13962	12900	7	7	7	7	7	7	7	7	7	7	13242	12236	13861	13547	14887	12296	14797	13845	14122	13360	12533	11566	13934	13810	15044	12426	15048	14230	13962	12900	7	7	7	7	7	7	7	7	7	7	13.1	100720000	100720000	7				1461	7251;8676;8931;9199;10311;12523;13400	True;True;True;True;True;True;True	8071;9641;9912;10201;11413;14107;15077	11832;14069;14431;14827;16426;20438;21765	13576;16086;16485;16912;18727;23282;24797	13576;16086;16485;16912;18727;23282;24797		
P33232	P33232	3	3	3	L-lactate dehydrogenase	lldD		1	3	3	3	3	3	3	8.8	8.8	8.8	42.728	396	396	0	6.9438	3711.5	2867.6	3379.3	3484.1	3682.6	3402.6	3751.5	3932	3031.4	3627.6	3510.7	2712.4	3425.7	3538.4	3719.5	3427.7	3795.7	4032.9	3021.7	3506.8	3	3	3	3	3	3	3	3	3	3	3711.5	2867.6	3379.3	3484.1	3682.6	3402.6	3751.5	3932	3031.4	3627.6	3510.7	2712.4	3425.7	3538.4	3719.5	3427.7	3795.7	4032.9	3021.7	3506.8	3	3	3	3	3	3	3	3	3	3	8.8	4819200000	4819200000	3				1462	4984;11969;12662	True;True;True	5539;13505;14260	8231;19626;20651	9425;22369;23514	9425;22369;23514		
P33355	P33355	4	4	4	Uncharacterized protein YehS	yehS		1	4	4	4	4	4	4	27.6	27.6	27.6	17.973	156	156	0	8.9674	14346	10482	11980	10693	11844	12545	9022.3	11649	10335	12749	13567	9903.6	12192	10996	11989	12504	9355.4	12103	10142	12274	4	4	4	4	4	4	4	4	4	4	14346	10482	11980	10693	11844	12545	9022.3	11649	10335	12749	13567	9903.6	12192	10996	11989	12504	9355.4	12103	10142	12274	4	4	4	4	4	4	4	4	4	4	27.6	42576000	42576000	4				1463	1393;2501;8533;14776	True;True;True;True	1574;2793;9492;16601	2410;4276;13870;23980	2788;4921;15870;27295	2788;4921;15870;27295		
P33358	P33358	2	2	2	HTH-type transcriptional regulator MlrA	mlrA		1	2	2	2	2	2	2	7.8	7.8	7.8	28.046	243	243	0	4.0525	3086.8	3069.8	2861.8	3708.1	3669.6	2545.3	3260.7	3309.7	2758.8	3023.3	2920	2903.5	2903.7	3749.7	3670	2618.4	3325	3381.3	2743.4	2923.4	2	2	2	2	2	2	2	2	2	2	3086.8	3069.8	2861.8	3708.1	3669.6	2545.3	3260.7	3309.7	2758.8	3023.3	2920	2903.5	2903.7	3749.7	3670	2618.4	3325	3381.3	2743.4	2923.4	2	2	2	2	2	2	2	2	2	2	7.8	63175000	63175000	2				1464	9353;15270	True;True	10361;17152	15029;24750	17140;28153	17140;28153		
P33362	P33362	6	6	6	Putative osmoprotectant uptake system substrate-binding protein OsmF	osmF		1	6	6	6	6	6	6	16.7	16.7	16.7	32.609	305	305	0	12.487	17540	25609	18419	19251	26712	19321	23066	21417	22883	18767	16601	24155	18591	20155	26566	19425	23649	21967	22586	18167	6	6	6	6	6	6	6	6	6	6	17540	25609	18419	19251	26712	19321	23066	21417	22883	18767	16601	24155	18591	20155	26566	19425	23649	21967	22586	18167	6	6	6	6	6	6	6	6	6	6	16.7	399890000	399890000	6				1465	298;2485;11383;15783;16909;17890	True;True;True;True;True;True	331;2776;12848;17728;18988;20077	541;4256;18659;25572;27348;28861	635;4901;21280;29071;31025;32768	635;4901;21280;29071;31025;32768		
P33363	P33363	29	29	29	Periplasmic beta-glucosidase	bglX		1	29	29	29	29	29	29	42.9	42.9	42.9	83.459	765	765	0	168.76	218730	220230	189250	219830	244830	191590	227110	226370	206030	230830	206860	208040	192910	225290	244900	194180	231450	232670	204180	222590	47	48	48	48	48	48	48	48	48	48	218730	220230	189250	219830	244830	191590	227110	226370	206030	230830	206860	208040	192910	225290	244900	194180	231450	232670	204180	222590	47	48	48	48	48	48	48	48	48	48	42.9	2419000000	2419000000	48				1466	1326;1629;2290;2651;2866;4502;4522;4771;5491;5607;6151;6979;7035;8087;9290;9354;9709;12959;13933;14307;14555;14792;15357;17034;17096;17599;17626;17885;18048	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1490;1491;1832;1833;2561;2956;3194;5016;5037;5307;5308;6107;6243;6832;7763;7830;9011;10295;10362;10749;14591;14592;15663;15664;16083;16084;16356;16617;17263;17264;19124;19190;19191;19749;19782;19783;20070;20263;20264	2294;2295;2296;2768;2769;2770;3906;4505;4832;7478;7479;7480;7481;7508;7902;7903;8999;9201;10038;11391;11479;13189;14941;15030;15551;21091;21092;22589;22590;23202;23203;23204;23612;23613;23999;24929;24930;27531;27615;27616;27617;28391;28447;28448;28853;29129;29130	2665;2666;2667;3183;3184;3185;3186;4494;5177;5547;8558;8559;8560;8561;8589;9045;9046;10277;10512;11458;13019;13127;15110;17044;17141;17737;24009;24010;25715;25716;26404;26405;26406;26867;26868;27316;28359;28360;31222;31317;31318;31319;32232;32302;32303;32760;33065;33066	2665;3185;4494;5177;5547;8559;8589;9046;10277;10512;11458;13019;13127;15110;17044;17141;17737;24010;25716;26406;26868;27316;28359;31222;31317;32232;32303;32760;33066	2222;2223;2224;2225;2226;2227;2228;2229;2230;2231;2232;2233;2234	92;97;184;188;204;227;237;317;319;339;356;491;515
P33368	P33368	1	1	1	Uncharacterized oxidoreductase YohF	yohF		1	1	1	1	1	1	1	3.2	3.2	3.2	26.951	253	253	0.0068627	2.0514	542.95	851.09	516.98	714.21	783.8	472.73	524.23	642.24	479.82	503.63	513.67	803.22	524.84	737.8	775.94	487.69	544.87	652.82	475.32	489.09	1	1	1	1	1	1	1	1	1	1	542.95	851.09	516.98	714.21	783.8	472.73	524.23	642.24	479.82	503.63	513.67	803.22	524.84	737.8	775.94	487.69	544.87	652.82	475.32	489.09	1	1	1	1	1	1	1	1	1	1	3.2	21028000	21028000	1				1467	1294	True	1438	2196	2532	2532		
P33371	P33371	2	2	2	tRNA-dihydrouridine synthase C	dusC		1	2	2	2	2	2	2	7.3	7.3	7.3	35.199	315	315	0	7.7158	1448.4	1517	1211.8	1639.5	1929	1259.7	1854	1580.2	1580.4	1535.7	1369.7	1433.8	1242.4	1669.9	1913.9	1258.8	1883.4	1618.9	1571	1482.7	2	2	2	2	2	1	2	2	2	2	1448.4	1517	1211.8	1639.5	1929	1259.7	1854	1580.2	1580.4	1535.7	1369.7	1433.8	1242.4	1669.9	1913.9	1258.8	1883.4	1618.9	1571	1482.7	2	2	2	2	2	1	2	2	2	2	7.3	15795000	15795000	2				1468	461;5586	True;True	513;6218	800;9162	926;10462	926;10462		
P33570	P33570	22	20	20	Transketolase 2	tktB		1	22	20	20	22	20	20	43.3	40	40	73.042	667	667	0	113	144550	137690	125140	143160	153310	124010	151620	146140	127790	142970	136710	130100	127460	146350	153860	125710	153750	150030	127100	138010	30	31	30	31	31	31	31	30	32	32	144550	137690	125140	143160	153310	124010	151620	146140	127790	142970	136710	130100	127460	146350	153860	125710	153750	150030	127100	138010	30	31	30	31	31	31	31	30	32	32	43.3	5662500000	5662500000	32				1469	848;1241;1579;1683;2817;3441;3612;3633;4020;4539;5569;6636;7148;9535;10478;12811;15422;15684;15931;17256;17257;17816	True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True	946;1380;1381;1778;1888;3139;3836;4026;4049;4470;5054;6197;6198;7391;7961;10560;11603;14431;17337;17616;17893;19371;19372;19995	1451;1452;2117;2118;2119;2120;2121;2683;2684;2852;4752;5775;5776;6058;6083;6716;6717;6718;6719;7530;9131;9132;9133;10871;11667;15297;16697;20894;25023;25414;25800;27860;27861;28731	1674;1675;2442;2443;2444;2445;2446;2447;2448;2449;2450;3090;3091;3274;5459;6603;6604;6921;6922;6949;7684;7685;7686;7687;7688;8612;10429;10430;10431;10432;12414;13372;17441;19024;23787;23788;28456;28882;29318;31607;31608;32617	1675;2450;3090;3274;5459;6603;6921;6949;7687;8612;10429;12414;13372;17441;19024;23787;28456;28882;29318;31607;31608;32617	2082;2235	15;631
P33590	P33590	5	5	5	Nickel-binding periplasmic protein	nikA		1	5	5	5	5	5	5	9.9	9.9	9.9	58.718	524	524	0	11.314	6554.2	7471.9	6452.1	6472.5	8608.5	6619.2	7449.8	7857.7	7434.7	6580.1	6201.6	7052.7	6527	6709.2	8592.2	6656.1	7638.4	8032.2	7336.5	6377.8	5	5	5	5	5	5	5	5	5	5	6554.2	7471.9	6452.1	6472.5	8608.5	6619.2	7449.8	7857.7	7434.7	6580.1	6201.6	7052.7	6527	6709.2	8592.2	6656.1	7638.4	8032.2	7336.5	6377.8	5	5	5	5	5	5	5	5	5	5	9.9	122110000	122110000	5				1470	816;1450;1471;3468;14189	True;True;True;True;True	911;1637;1659;3867;15939	1406;2490;2519;5816;22971	1624;2873;2906;6650;26148	1624;2873;2906;6650;26148		
