Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides KUR1502	Razor + unique peptides KUR1502	Unique peptides KUR1502	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 KUR1502	Reporter intensity corrected 1 KUR1502	Reporter intensity corrected 2 KUR1502	Reporter intensity corrected 3 KUR1502	Reporter intensity corrected 4 KUR1502	Reporter intensity corrected 5 KUR1502	Reporter intensity corrected 6 KUR1502	Reporter intensity corrected 7 KUR1502	Reporter intensity corrected 8 KUR1502	Reporter intensity corrected 9 KUR1502	Reporter intensity 0 KUR1502	Reporter intensity 1 KUR1502	Reporter intensity 2 KUR1502	Reporter intensity 3 KUR1502	Reporter intensity 4 KUR1502	Reporter intensity 5 KUR1502	Reporter intensity 6 KUR1502	Reporter intensity 7 KUR1502	Reporter intensity 8 KUR1502	Reporter intensity 9 KUR1502	Reporter intensity count 0 KUR1502	Reporter intensity count 1 KUR1502	Reporter intensity count 2 KUR1502	Reporter intensity count 3 KUR1502	Reporter intensity count 4 KUR1502	Reporter intensity count 5 KUR1502	Reporter intensity count 6 KUR1502	Reporter intensity count 7 KUR1502	Reporter intensity count 8 KUR1502	Reporter intensity count 9 KUR1502	Sequence coverage KUR1502 [%]	Intensity	Intensity KUR1502	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q8JZX4	Q8JZX4	7	7	7	Splicing factor 45	Rbm17		1	7	7	7	7	7	7	21	21	21	45.303	405	405	0	41.344	11810	203.8	5604.9	0	4356.3	12839	5093.4	0	6596	9895.1	11152	191.36	5986.7	0	4506.4	12152	5190.4	606.13	6444.5	9314.6	6	2	6	0	6	6	6	0	6	5	11810	203.8	5604.9	0	4356.3	12839	5093.4	0	6596	9895.1	11152	191.36	5986.7	0	4506.4	12152	5190.4	606.13	6444.5	9314.6	6	2	6	0	6	6	6	0	6	5	21	140010000	140010000	8				3187	3795;4257;13874;17789;23384;25495;25496	True;True;True;True;True;True;True	3949;4439;14716;18889;24964;27181;27182	5798;5799;6559;21405;27268;35837;38918;38919	6279;6280;7102;23112;29309;38400;41709;41710	6279;7102;23112;29309;38400;41709;41710		
Q8K019	Q8K019	7	6	6	Bcl-2-associated transcription factor 1	Bclaf1		1	7	6	6	7	6	6	11	9.8	9.8	106	919	919	0	30.707	12493	127.65	6822.3	0	3725.8	14619	5444.6	0	7092.9	10288	11808	119.86	7154.1	0	3979	13839	5504.7	497.71	6928.6	9682.3	8	1	7	0	6	8	7	0	7	7	12493	127.65	6822.3	0	3725.8	14619	5444.6	0	7092.9	10288	11808	119.86	7154.1	0	3979	13839	5504.7	497.71	6928.6	9682.3	8	1	7	0	6	8	7	0	7	7	11	114050000	114050000	10				3188	6341;9074;15025;17440;19593;25970;32697	False;True;True;True;True;True;True	6661;9572;15971;18525;20806;20807;27689;34914	9811;9812;13940;23238;26761;26762;26763;29945;29946;39653;39654;50344	10590;10591;15035;25043;28776;28777;28778;32118;32119;42492;42493;53898	10590;15035;25043;28777;32119;42493;53898	2690;2691	549;904
Q8K021	Q8K021	3	3	3	Secretory carrier-associated membrane protein 1	Scamp1		1	3	3	3	3	3	3	13.9	13.9	13.9	38.028	338	338	0	22.725	8927.9	0	5295.3	0	4355.9	10009	6574.1	0	8600.7	8356.4	8434.4	0	5533.6	35.507	4509.1	9471.2	6640.9	324.68	8400.3	7865.7	3	0	3	0	3	3	3	0	3	3	8927.9	0	5295.3	0	4355.9	10009	6574.1	0	8600.7	8356.4	8434.4	0	5533.6	35.507	4509.1	9471.2	6640.9	324.68	8400.3	7865.7	3	0	3	0	3	3	3	0	3	3	13.9	90146000	90146000	3				3189	2289;6758;28588	True;True;True	2375;7098;30505	3496;10401;43859	3802;11209;47012	3802;11209;47012		
Q8K023;Q91WR5;P70694	Q8K023;Q91WR5;P70694	2;1;1	2;1;1	2;1;1	Aldo-keto reductase family 1 member C18;Aldo-keto reductase family 1 member C21;Estradiol 17 beta-dehydrogenase 5	Akr1c18;Akr1c21;Akr1c6	;;	3	2	2	2	2	2	2	5.3	5.3	5.3	37.176	323	323;323;323	0.0017933	7.2128	2215	76.396	667.67	0	606.15	2865.9	1435.4	0	1742.5	4498.2	2090.2	71.733	762.07	0	630.77	2715.8	1429.7	135.78	1706.3	4232.9	2	1	2	0	2	2	2	0	2	2	2215	76.396	667.67	0	606.15	2865.9	1435.4	0	1742.5	4498.2	2090.2	71.733	762.07	0	630.77	2715.8	1429.7	135.78	1706.3	4232.9	2	1	2	0	2	2	2	0	2	2	5.3	6209900	6209900	2				3190	23762;32108	True;True	25360;34274	36412;49386	39023;52884	39023;52884		
Q8K072	Q8K072	2	2	2	Receptor expression-enhancing protein 4	Reep4		1	2	2	2	2	2	2	12.5	12.5	12.5	29.69	257	257	0	12.453	715.37	0	642.23	0	58.067	1068.6	216.53	0	393.6	832.09	676.65	0	644.04	0	95.826	1011.6	217.64	0	380.85	783.51	1	0	1	0	1	1	1	0	1	1	715.37	0	642.23	0	58.067	1068.6	216.53	0	393.6	832.09	676.65	0	644.04	0	95.826	1011.6	217.64	0	380.85	783.51	1	0	1	0	1	1	1	0	1	1	12.5	20511000	20511000	2				3191	6831;25031	True;True	7178;26698	10517;38220	11343;40961	11343;40961		
Q8K078	Q8K078	3	3	3	Solute carrier organic anion transporter family member 4A1	Slco4a1		1	3	3	3	3	3	3	6.1	6.1	6.1	77.668	723	723	0	15.868	1282.4	0	2885.6	0	766.63	2936.4	996.77	0	1144	1123.8	1219.5	0	2788	0	906.48	2783.9	1007.6	85.359	1122.5	1057.4	2	0	2	0	2	3	2	0	2	2	1282.4	0	2885.6	0	766.63	2936.4	996.77	0	1144	1123.8	1219.5	0	2788	0	906.48	2783.9	1007.6	85.359	1122.5	1057.4	2	0	2	0	2	3	2	0	2	2	6.1	16386000	16386000	3				3192	55;8361;10297	True;True;True	50;8813;10882	63;12835;15805	69;13849;17036	69;13849;17036		
Q8K0C4	Q8K0C4	13	13	13	Lanosterol 14-alpha demethylase	Cyp51a1		1	13	13	13	13	13	13	31.8	31.8	31.8	56.775	503	503	0	66.826	26575	1307.8	3410.5	0	3259.5	33372	3409.6	33.801	3878.7	27605	25060	1226.8	4711.6	142.03	3318.9	31584	3474.6	1245.7	3805.5	25976	12	4	7	0	6	14	6	1	6	11	26575	1307.8	3410.5	0	3259.5	33372	3409.6	33.801	3878.7	27605	25060	1226.8	4711.6	142.03	3318.9	31584	3474.6	1245.7	3805.5	25976	12	4	7	0	6	14	6	1	6	11	31.8	179100000	179100000	16				3193	2783;2784;3788;8487;8675;12083;20726;23707;25701;27500;28012;32224;32493	True;True;True;True;True;True;True;True;True;True;True;True;True	2874;2875;3942;8945;9145;12779;22088;25302;27408;29325;29887;34405;34691	4227;4228;5787;13027;13331;18559;18560;31777;36338;39252;42109;42915;49604;50013	4583;4584;4585;6268;14056;14380;20007;20008;34025;38945;42063;45149;46007;46008;53109;53545	4583;4585;6268;14056;14380;20007;34025;38945;42063;45149;46008;53109;53545		
Q8K0C9	Q8K0C9	6	6	6	GDP-mannose 4,6 dehydratase	Gmds		1	6	6	6	6	6	6	20.7	20.7	20.7	41.984	372	372	0	47.573	5548.2	0	2695.6	0	2127.7	7397.8	3362.2	33.233	3224.6	4803	5239.3	0	2868	0	2202.7	7001.7	3357.1	319.2	3187.5	4523.4	5	0	4	0	3	5	4	1	5	5	5548.2	0	2695.6	0	2127.7	7397.8	3362.2	33.233	3224.6	4803	5239.3	0	2868	0	2202.7	7001.7	3357.1	319.2	3187.5	4523.4	5	0	4	0	3	5	4	1	5	5	20.7	95202000	95202000	6				3194	3620;7573;10081;26789;30526;33062	True;True;True;True;True;True	3764;7970;10649;28570;32598;35306	5549;11651;15467;40934;46958;50906	6012;12559;16667;43907;50309;54497	6012;12559;16667;43907;50309;54497	2692	366
Q8K0D5	Q8K0D5	11	11	11	Elongation factor G, mitochondrial	Gfm1		1	11	11	11	11	11	11	18.2	18.2	18.2	83.549	751	751	0	63.904	29907	1745.2	12540	0	10921	36806	12999	83.462	14534	25400	28234	1638.6	13596	0	11199	34831	13174	1487.4	14272	23908	14	5	13	0	12	14	13	1	12	13	29907	1745.2	12540	0	10921	36806	12999	83.462	14534	25400	28234	1638.6	13596	0	11199	34831	13174	1487.4	14272	23908	14	5	13	0	12	14	13	1	12	13	18.2	285350000	285350000	15				3195	1412;4116;8083;8490;10688;11013;16458;18014;24709;31927;32717	True;True;True;True;True;True;True;True;True;True;True	1440;4293;8509;8948;11290;11637;17498;19139;26351;34085;34934	2099;2100;6365;12399;13032;13033;16447;16942;25313;27620;37724;37725;49131;50372;50373	2285;2286;6902;13377;14063;14064;17719;18276;27243;29678;40428;40429;52616;53926;53927	2286;6902;13377;14063;17719;18276;27243;29678;40428;52616;53927		
Q8K0E8	Q8K0E8	6	5	5	Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain	Fgb		1	6	5	5	6	5	5	16	13.9	13.9	54.752	481	481	0	29.503	2259.8	0	5428.6	0	3688.6	2879.3	1915.7	0	2941.5	1437	2150.2	0	5258.6	0	3826.7	2724.1	2044.2	0	2858.9	1353.1	5	0	5	0	6	5	4	0	4	4	2259.8	0	5428.6	0	3688.6	2879.3	1915.7	0	2941.5	1437	2150.2	0	5258.6	0	3826.7	2724.1	2044.2	0	2858.9	1353.1	5	0	5	0	6	5	4	0	4	4	16	44787000	44787000	7				3196	1217;6210;7589;16546;19450;32733	True;False;True;True;True;True	1231;6522;7990;17586;20655;34953	1782;9623;11675;11676;25427;29734;29735;50398	1951;10391;12584;12585;27361;31898;31899;53953	1951;10391;12584;27361;31898;53953	2693	210
Q8K0F1	Q8K0F1	2	2	2	TBC1 domain family member 23	Tbc1d23		1	2	2	2	2	2	2	5.1	5.1	5.1	76.425	684	684	0.00026674	11.488	171.16	0	0	0	0	268.3	99.34	0	87.305	238.96	161.32	0	0	0	0	254.04	96.02	0	86.654	225.01	1	0	0	0	0	1	1	0	1	1	171.16	0	0	0	0	268.3	99.34	0	87.305	238.96	161.32	0	0	0	0	254.04	96.02	0	86.654	225.01	1	0	0	0	0	1	1	0	1	1	5.1	16513000	16513000	2				3197	680;32218	True;True	681;34398	969;49592	1055;53096	1055;53096		
Q8K0G5	Q8K0G5	5	5	4	Protein TSSC1	Tssc1		1	5	5	4	4	4	4	19.9	19.9	15.8	43.126	386	386	0	28.489	427.55	0	64.485	0	180.83	290.52	218.39	63.547	570.2	204.34	403.21	0	70.376	0	176.29	275.77	217.77	67.043	547.7	193.88	3	0	1	0	2	3	2	1	3	2	427.55	0	64.485	0	180.83	290.52	218.39	63.547	570.2	204.34	403.21	0	70.376	0	176.29	275.77	217.77	67.043	547.7	193.88	3	0	1	0	2	3	2	1	3	2	15.8	26280000	26280000	4				3198	1854;19746;23713;25553;31962	True;True;True;True;True	1897;25308;27251;34121	2785;36346;39022;49179	3026;38953;41818;52666	3026;38953;41818;52666	2694	217
Q8K0H5	Q8K0H5	1	1	1	Transcription initiation factor TFIID subunit 10	Taf10		1	1	1	1	1	1	1	11.5	11.5	11.5	21.84	218	218	0	11.616	0	0	0	0	0	198.73	118.33	0	0	73.36	0	0	0	0	0	187.97	111.52	0	0	69.077	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	198.73	118.33	0	0	73.36	0	0	0	0	0	187.97	111.52	0	0	69.077	0	0	0	0	0	1	1	0	0	1	11.5	12359000	12359000	3				3199	2481	True	2572	3793;3794	4125;4126;4127	4125		
Q8K0Q5	Q8K0Q5	4	4	4	Rho GTPase-activating protein 18	Arhgap18		1	4	4	4	4	4	4	6.8	6.8	6.8	74.929	663	663	0	18.771	1555.9	759.64	1203.9	0	1539.8	1832.5	1088.4	0	1969.3	1551.4	1470.9	713.28	1234.9	0	1537.2	1735	1145.1	0	1905.7	1460.9	2	1	2	0	3	2	2	0	3	2	1555.9	759.64	1203.9	0	1539.8	1832.5	1088.4	0	1969.3	1551.4	1470.9	713.28	1234.9	0	1537.2	1735	1145.1	0	1905.7	1460.9	2	1	2	0	3	2	2	0	3	2	6.8	49074000	49074000	4				3200	2376;9394;10047;13329	True;True;True;True	2467;9913;10615;14132	3620;14401;15421;20542	3939;15519;16620;22189	3939;15519;16620;22189		
Q8K0V4	Q8K0V4	3	3	3	CCR4-NOT transcription complex subunit 3	Cnot3		1	3	3	3	3	3	3	4.8	4.8	4.8	81.945	751	751	0	13.142	3202.4	0	1634.7	0	1036.5	3946.6	2362.7	28.925	2332.9	2532.3	3029.9	0	1725.7	0	1104.8	3735.3	2340.6	232.22	2299.6	2385.1	4	0	3	0	3	4	4	1	3	3	3202.4	0	1634.7	0	1036.5	3946.6	2362.7	28.925	2332.9	2532.3	3029.9	0	1725.7	0	1104.8	3735.3	2340.6	232.22	2299.6	2385.1	4	0	3	0	3	4	4	1	3	3	4.8	47445000	47445000	5				3201	20062;28679;30665	True;True;True	21322;21323;30604;32743	30686;30687;30688;44043;47152	32891;32892;32893;47212;50512	32891;47212;50512	2695	189
Q8K0Z7	Q8K0Z7	2	2	2	Translational activator of cytochrome c oxidase 1	Taco1		1	2	2	2	2	2	2	10.2	10.2	10.2	32.314	294	294	0	11.945	1535	130.92	854.65	0	683.29	2209.9	695.29	0	1291	1187.6	1457.4	122.93	890.17	0	704.26	2091	723.48	0	1248.5	1118.3	4	1	3	0	3	3	3	0	3	3	1535	130.92	854.65	0	683.29	2209.9	695.29	0	1291	1187.6	1457.4	122.93	890.17	0	704.26	2091	723.48	0	1248.5	1118.3	4	1	3	0	3	3	3	0	3	3	10.2	20564000	20564000	4				3202	6620;12265	True;True	6951;12974	10190;10191;18864	10987;10988;10989;20338	10989;20338		
Q8K124	Q8K124	9	9	8	Pleckstrin homology domain-containing family O member 2	Plekho2		1	9	9	8	8	8	8	24.8	24.8	22	53.872	495	495	0	60.729	10281	708.07	15222	17.285	13775	12904	26465	0	31048	13012	9747.3	664.86	15049	54.646	14248	12220	26456	230.51	30441	12249	9	2	9	1	9	8	9	0	9	9	10281	708.07	15222	17.285	13775	12904	26465	0	31048	13012	9747.3	664.86	15049	54.646	14248	12220	26456	230.51	30441	12249	9	2	9	1	9	8	9	0	9	9	22	269030000	269030000	10				3203	3785;4809;7486;8181;9592;19770;25387;26089;30791	True;True;True;True;True;True;True;True;True	3939;5022;7861;8614;10130;27072;27815;32873	5783;5784;7353;7354;11506;12541;14692;38778;39842;47354	6264;6265;7950;7951;12408;13534;15830;41562;42700;50730	6264;7950;12408;13534;15830;41562;42700;50730		
Q8K126	Q8K126	2	2	2	Peptide chain release factor 1, mitochondrial	Mtrf1		1	2	2	2	2	2	2	4	4	4	52.457	446	446	0.0022272	7.032	0	0	3812.1	0	2872.4	0	1126.7	0	2080.4	0	0	0	3604.6	0	2946.6	0	1256.8	0	2012.3	0	0	0	1	0	1	0	1	0	1	0	0	0	3812.1	0	2872.4	0	1126.7	0	2080.4	0	0	0	3604.6	0	2946.6	0	1256.8	0	2012.3	0	0	0	1	0	1	0	1	0	1	0	4	49412000	49412000	2				3204	19492;22974	True;True	20697;24521	29796;35186	31961;37683	31961;37683		
Q8K157	Q8K157	2	2	2	Aldose 1-epimerase	Galm		1	2	2	2	2	2	2	8.5	8.5	8.5	37.798	342	342	0.00051387	10.359	2122.6	0	1796.3	0	1685.1	2978.2	2387.3	0	3227.6	2766.6	2007.3	0	1817.6	0	1723	2820	2417.4	175.87	3149	2604.9	3	0	2	0	2	3	2	0	3	3	2122.6	0	1796.3	0	1685.1	2978.2	2387.3	0	3227.6	2766.6	2007.3	0	1817.6	0	1723	2820	2417.4	175.87	3149	2604.9	3	0	2	0	2	3	2	0	3	3	8.5	26586000	26586000	3				3205	28498;30732	True;True	30404;32811	43694;43695;47262	46830;46831;50632	46831;50632		
Q8K183	Q8K183	3	3	3	Pyridoxal kinase	Pdxk		1	3	3	3	3	3	3	12.8	12.8	12.8	35.015	312	312	0	14.334	13018	64.209	4452.7	0	3352.2	14380	5207.8	0	6700.5	10806	12294	60.291	4957.7	70.962	3494.5	13606	5248.2	635.32	6548	10172	5	1	4	0	4	4	3	0	3	4	13018	64.209	4452.7	0	3352.2	14380	5207.8	0	6700.5	10806	12294	60.291	4957.7	70.962	3494.5	13606	5248.2	635.32	6548	10172	5	1	4	0	4	4	3	0	3	4	12.8	76440000	76440000	5				3206	616;25783;28591	True;True;True	614;27494;30508	852;853;39378;39379;43862	928;929;42203;42204;47015	928;42203;47015		
Q8K194	Q8K194	1	1	1	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	Snrnp27		1	1	1	1	1	1	1	7.1	7.1	7.1	18.885	155	155	0.0040816	4.6569	1672.2	0	639.45	0	786.12	1555.2	803.34	0	1250.6	1067.6	1578.4	0	705.1	0	789.77	1471.4	829.15	50.679	1215	1004.2	1	0	1	0	1	1	1	0	1	1	1672.2	0	639.45	0	786.12	1555.2	803.34	0	1250.6	1067.6	1578.4	0	705.1	0	789.77	1471.4	829.15	50.679	1215	1004.2	1	0	1	0	1	1	1	0	1	1	7.1	21964000	21964000	1				3207	17938	True	19052	27481	29530	29530		
Q8K1A6	Q8K1A6	2	2	2	Coiled-coil and C2 domain-containing protein 1A	Cc2d1a		1	2	2	2	2	2	2	2.2	2.2	2.2	103.7	943	943	0.0030932	6.7999	468.38	0	586.66	0	202.88	1316	344.61	0	456.93	830.27	443.65	0	579.5	0	230.65	1245.4	347.06	0	446.08	781.8	2	0	2	0	2	2	2	0	2	2	468.38	0	586.66	0	202.88	1316	344.61	0	456.93	830.27	443.65	0	579.5	0	230.65	1245.4	347.06	0	446.08	781.8	2	0	2	0	2	2	2	0	2	2	2.2	13590000	13590000	2				3208	18946;21210	True;True	20123;22610	28957;32514	31076;34802	31076;34802		
Q8K1B8	Q8K1B8	27	27	27	Fermitin family homolog 3	Fermt3		1	27	27	27	27	27	27	47.1	47.1	47.1	75.634	665	665	0	204.88	148630	5902.5	101510	152.57	78948	171180	135960	571.53	140900	155140	140470	5542.2	104720	1939.2	82251	162060	135790	8852	138810	146050	42	18	42	4	43	44	44	7	44	42	148630	5902.5	101510	152.57	78948	171180	135960	571.53	140900	155140	140470	5542.2	104720	1939.2	82251	162060	135790	8852	138810	146050	42	18	42	4	43	44	44	7	44	42	47.1	3113900000	3113900000	49				3209	990;2399;3514;3633;5525;7026;10320;12811;13256;13964;15095;15581;16635;17377;17884;18980;22079;22098;22346;23637;23710;25772;26732;29481;30857;31101;33064	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	992;2490;3654;3777;3778;5802;7384;10906;13572;14053;14817;16045;16572;17677;18457;18989;18990;20160;23570;23591;23855;25231;25305;27483;28511;31464;32942;33205;35308	1402;3656;5367;5564;5565;5566;5567;8541;10829;10830;15842;15843;19715;20427;20428;21547;23329;23330;24040;25543;26670;27397;27398;27399;27400;29004;33891;33925;34310;36234;36342;39365;39366;40847;45292;45293;45294;45295;47462;47463;47464;47857;47858;47859;50908;50909	1524;3976;5819;6027;6028;6029;6030;9234;11671;11672;11673;17076;17077;21267;21268;22066;22067;23257;25137;25138;25893;27480;28682;29444;29445;29446;29447;31125;36284;36320;36728;38836;38949;42188;42189;43796;48538;48539;48540;48541;50842;50843;50844;51261;51262;51263;54499;54500;54501	1524;3976;5819;6030;9234;11672;17077;21268;22067;23257;25137;25893;27480;28682;29447;31125;36284;36320;36728;38836;38949;42189;43796;48538;50843;51261;54500	2696;2697	428;445
Q8K1C0	Q8K1C0	1	1	1	Protein angel homolog 2	Angel2		1	1	1	1	1	1	1	2.4	2.4	2.4	62.412	544	544	0.0032044	5.6665	309.37	61.13	341.03	0	599.79	834.65	309.76	0	341.41	507.02	292.86	57.399	344.2	0	589.32	789.85	330.11	0	335.53	477.42	2	1	2	0	2	2	2	0	2	2	309.37	61.13	341.03	0	599.79	834.65	309.76	0	341.41	507.02	292.86	57.399	344.2	0	589.32	789.85	330.11	0	335.53	477.42	2	1	2	0	2	2	2	0	2	2	2.4	12820000	12820000	2				3210	9755	True	10305	14934	16085;16086	16085		
Q8K1E0	Q8K1E0	3	3	3	Syntaxin-5	Stx5		1	3	3	3	3	3	3	10.4	10.4	10.4	39.713	355	355	0	13.49	2312.6	82.76	1564.9	0	1358.3	2916.2	1413.7	0	1951.3	2415.5	2185.5	77.709	1616.3	0	1391.9	2760.4	1451.1	100.56	1902.6	2285.4	2	1	2	0	2	2	2	0	2	3	2312.6	82.76	1564.9	0	1358.3	2916.2	1413.7	0	1951.3	2415.5	2185.5	77.709	1616.3	0	1391.9	2760.4	1451.1	100.56	1902.6	2285.4	2	1	2	0	2	2	2	0	2	3	10.4	12825000	12825000	4				3211	16062;22645;28254	True;True;True	17077;24175;30145	24704;34727;43298;43299	26599;37189;46402;46403	26599;37189;46402		
Q8K1E6	Q8K1E6	3	3	3	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	Alkbh3		1	3	3	3	3	3	3	12.2	12.2	12.2	33.061	286	286	0	18.644	2188.9	0	885.38	0	975.67	3132.7	979.98	0	1068.7	2217.3	2066.4	0	967.59	0	981.47	2965.1	999.76	0	1050.8	2087.9	4	0	4	0	3	4	3	0	3	3	2188.9	0	885.38	0	975.67	3132.7	979.98	0	1068.7	2217.3	2066.4	0	967.59	0	981.47	2965.1	999.76	0	1050.8	2087.9	4	0	4	0	3	4	3	0	3	3	12.2	18353000	18353000	4				3212	5890;18822;30544	True;True;True	6183;19991;32616	9115;9116;28760;46980	9838;9839;30870;50331	9838;30870;50331		
Q8K1H1	Q8K1H1	1	1	1	Tudor domain-containing protein 7	Tdrd7		1	1	1	1	1	1	1	1.3	1.3	1.3	122.17	1086	1086	0.00047778	8.5828	0	0	0	0	0	70.206	0	0	0	0	0	0	0	0	0	70.206	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	70.206	0	0	0	0	0	0	0	0	0	70.206	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.3	0	0	1				3213	29049	True	31008	44651	47850	47850		
Q8K1I3	Q8K1I3	1	1	1	Secreted phosphoprotein 24	Spp2		1	1	1	1	1	1	1	5.9	5.9	5.9	23.136	203	203	0	11.797	100.84	0	67.115	0	85.042	0	183.72	0	123.51	89.643	95.29	0	69.925	0	86.581	0	180.63	0	124.42	84.41	1	0	1	0	1	0	1	0	1	1	100.84	0	67.115	0	85.042	0	183.72	0	123.51	89.643	95.29	0	69.925	0	86.581	0	180.63	0	124.42	84.41	1	0	1	0	1	0	1	0	1	1	5.9	53855000	53855000	1				3214	30404	True	32470	46784	50129	50129		
Q8K1I7	Q8K1I7	5	5	5	WAS/WASL-interacting protein family member 1	Wipf1		1	5	5	5	5	5	5	12.8	12.8	12.8	50.08	493	493	0	24.572	10011	0	6095.8	0	4910.2	12487	8869.4	13.941	10128	10778	9458.7	0	6356.2	68.89	5110.1	11815	8872.7	491.82	9939.9	10143	5	0	5	0	5	5	5	1	5	5	10011	0	6095.8	0	4910.2	12487	8869.4	13.941	10128	10778	9458.7	0	6356.2	68.89	5110.1	11815	8872.7	491.82	9939.9	10143	5	0	5	0	5	5	5	1	5	5	12.8	152900000	152900000	6				3215	1748;20560;20876;21292;24836	True;True;True;True;True	1790;21907;22246;22701;26490	2621;31526;32006;32662;37936;37937	2848;33760;34271;34961;40660;40661	2848;33760;34271;34961;40660		
Q8K1J5	Q8K1J5	1	1	1	Protein SDE2 homolog	Sde2		1	1	1	1	1	1	1	2.2	2.2	2.2	48.58	448	448	0.003239	5.8942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	1430100	1430100	1				3216	604	True	602	837	912	912		
Q8K1J6	Q8K1J6	6	6	6	CCA tRNA nucleotidyltransferase 1, mitochondrial	Trnt1		1	6	6	6	6	6	6	16.6	16.6	16.6	49.895	434	434	0	32.914	13951	165.17	8463.1	0.39129	8073.1	17814	7866	0	10153	11451	13181	155.09	8831.9	144.91	8212.8	16854	8072.9	631.01	9920.8	10774	7	3	7	1	7	8	7	0	7	7	13951	165.17	8463.1	0.39129	8073.1	17814	7866	0	10153	11451	13181	155.09	8831.9	144.91	8212.8	16854	8072.9	631.01	9920.8	10774	7	3	7	1	7	8	7	0	7	7	16.6	165420000	165420000	9				3217	2612;6877;17060;18474;21174;25448	True;True;True;True;True;True	2706;7226;18125;19627;22567;27133	3972;10583;26196;28291;28292;32456;32457;38847	4310;11409;28170;30374;30375;34743;34744;34745;41636	4310;11409;28170;30375;34743;41636		
Q8K1L5	Q8K1L5	1	1	1	Protein phosphatase 1 regulatory subunit 11	Ppp1r11		1	1	1	1	1	1	1	11.5	11.5	11.5	14.544	131	131	0	28.804	743.31	0	508.49	0	171.05	743.11	272.05	0	463.69	302.89	702.48	0	521.58	0	195.11	702.94	277.32	0	449.4	285.21	2	0	2	0	2	2	2	0	2	2	743.31	0	508.49	0	171.05	743.11	272.05	0	463.69	302.89	702.48	0	521.58	0	195.11	702.94	277.32	0	449.4	285.21	2	0	2	0	2	2	2	0	2	2	11.5	15218000	15218000	2				3218	29359	True	31335;31336	45104;45105	48337;48338	48338	2698	58
Q8K1M6	Q8K1M6	18	18	18	Dynamin-1-like protein	Dnm1l		1	18	18	18	18	18	18	29.5	29.5	29.5	82.657	742	742	0	112.54	45771	3154.4	28483	23.656	24234	52949	38471	7.2117	38457	44094	43246	2961	29649	410.15	25041	50109	38476	1714.9	37935	41497	19	12	19	1	19	21	21	1	19	21	45771	3154.4	28483	23.656	24234	52949	38471	7.2117	38457	44094	43246	2961	29649	410.15	25041	50109	38476	1714.9	37935	41497	19	12	19	1	19	21	21	1	19	21	29.5	467890000	467890000	22				3219	652;1777;4041;4517;5486;8658;10892;12219;13214;13840;16294;16892;19738;21906;24219;26127;26452;32294	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	652;1819;4212;4717;5763;9127;11507;12928;14007;14680;17323;17950;20955;23383;25835;27853;28204;34480	913;2667;2668;6238;6936;8485;8486;13309;16751;18781;20358;21351;25078;25958;30161;33629;33630;37022;37023;39894;40423;49715	996;2899;2900;6762;7512;9177;9178;14356;18070;20242;21992;23057;27000;27920;32347;35997;35998;39686;39687;42759;43333;53230	996;2900;6762;7512;9178;14356;18070;20242;21992;23057;27000;27920;32347;35998;39686;42759;43333;53230	2699;2700;2701	1;233;237
