Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS2	Razor + unique peptides MS2	Unique peptides MS2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS2	Reporter intensity corrected 1 MS2	Reporter intensity corrected 2 MS2	Reporter intensity corrected 3 MS2	Reporter intensity corrected 4 MS2	Reporter intensity corrected 5 MS2	Reporter intensity corrected 6 MS2	Reporter intensity corrected 7 MS2	Reporter intensity corrected 8 MS2	Reporter intensity corrected 9 MS2	Reporter intensity 0 MS2	Reporter intensity 1 MS2	Reporter intensity 2 MS2	Reporter intensity 3 MS2	Reporter intensity 4 MS2	Reporter intensity 5 MS2	Reporter intensity 6 MS2	Reporter intensity 7 MS2	Reporter intensity 8 MS2	Reporter intensity 9 MS2	Reporter intensity count 0 MS2	Reporter intensity count 1 MS2	Reporter intensity count 2 MS2	Reporter intensity count 3 MS2	Reporter intensity count 4 MS2	Reporter intensity count 5 MS2	Reporter intensity count 6 MS2	Reporter intensity count 7 MS2	Reporter intensity count 8 MS2	Reporter intensity count 9 MS2	Sequence coverage MS2 [%]	Intensity	Intensity MS2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P37649	P37649	5	5	5	Protein YhjK	yhjK		1	5	5	5	5	5	5	8.3	8.3	8.3	74.38	662	662	0	33.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3	28318000	28318000	5				1629	477;4976;8601;16980;21444	True;True;True;True;True	536;5597;9684;19382;24442	865;8585;14607;28719;36160	1107;10851;18462;35946;45187	1107;10851;18462;35946;45187		
P37651	P37651	10	10	10	Endoglucanase	bcsZ		1	10	10	10	10	10	10	26.9	26.9	26.9	41.7	368	368	0	82.243	21908	22674	19454	22161	22748	20813	24268	22787	21234	22307	20721	21416	19774	22764	22909	20989	24547	23452	21080	21532	7	7	7	7	7	7	7	7	7	7	21908	22674	19454	22161	22748	20813	24268	22787	21234	22307	20721	21416	19774	22764	22909	20989	24547	23452	21080	21532	7	7	7	7	7	7	7	7	7	7	26.9	220370000	220370000	11				1630	2753;4336;5922;6903;11789;12062;18281;19233;19605;21588	True;True;True;True;True;True;True;True;True;True	3129;4899;6674;7777;13192;13528;20866;21935;22347;24601	4896;7593;10144;11700;19471;19948;30964;32543;33149;36381;36382	6253;9588;12813;14754;24439;25036;38750;40675;41463;45462;45463	6253;9588;12813;14754;24439;25036;38750;40675;41463;45463		
P37652	P37652	10	10	10	Cyclic di-GMP-binding protein	bcsB		1	10	10	10	10	10	10	14.5	14.5	14.5	86.023	779	779	0	72.972	27758	27245	24008	28415	30679	26993	30417	29484	27606	30324	26252	25744	24472	29081	30733	27208	30897	30392	27358	29236	6	6	6	6	6	6	6	6	6	6	27758	27245	24008	28415	30679	26993	30417	29484	27606	30324	26252	25744	24472	29081	30733	27208	30897	30392	27358	29236	6	6	6	6	6	6	6	6	6	6	14.5	129440000	129440000	10				1631	7714;8060;9602;10395;11883;15109;15604;16449;17350;17766	True;True;True;True;True;True;True;True;True;True	8705;9082;10819;11684;13297;17283;17855;18788;19815;20280	13086;13661;16218;17436;19604;25648;26463;27821;29413;30129	16482;17207;20477;21974;24590;32151;33142;34854;36800;37714	16482;17207;20477;21974;24590;32151;33142;34854;36800;37714	3175	412
P37659	P37659	1	1	1	Protein BcsG homolog	bcsG		1	1	1	1	1	1	1	2.7	2.7	2.7	62.031	559	559	0.00049554	13.037	919.54	883.29	928.34	1117.1	1156.4	725.3	1072.6	1248.9	987.89	893.75	870.15	835.75	936.91	1126.4	1158.8	752.74	1093.5	1259.4	978.34	870.48	1	1	1	1	1	1	1	1	1	1	919.54	883.29	928.34	1117.1	1156.4	725.3	1072.6	1248.9	987.89	893.75	870.15	835.75	936.91	1126.4	1158.8	752.74	1093.5	1259.4	978.34	870.48	1	1	1	1	1	1	1	1	1	1	2.7	11967000	11967000	1				1632	3235	True	3655	5706	7261	7261		
P37661	P37661	3	3	3	Phosphoethanolamine transferase EptB	eptB		1	3	3	3	3	3	3	6.4	6.4	6.4	63.804	563	563	0	28.484	6937.9	7781.4	6520.1	7747.1	8140.8	6527.1	7929.8	8339.2	7070.7	7958.7	6563.5	7350.6	6608.8	7937	8161.8	6634.6	8058.5	8534.4	7013.1	7687.1	4	4	4	4	4	4	4	4	4	4	6937.9	7781.4	6520.1	7747.1	8140.8	6527.1	7929.8	8339.2	7070.7	7958.7	6563.5	7350.6	6608.8	7937	8161.8	6634.6	8058.5	8534.4	7013.1	7687.1	4	4	4	4	4	4	4	4	4	4	6.4	35188000	35188000	4				1633	5214;15026;16594	True;True;True	5899;17189;18950	9023;25512;28061	11407;11408;31968;35150	11407;31968;35150		
P37665	P37665	4	4	4	Probable lipoprotein YiaD	yiaD		1	4	4	4	4	4	4	23.7	23.7	23.7	22.197	219	219	0	77.873	9467.5	9112.8	9118.9	10329	11189	10074	10299	10767	9851.8	10726	8957.4	8615.4	9226	10527	11219	10138	10514	11097	9739.7	10349	3	3	3	3	3	3	3	3	3	3	9467.5	9112.8	9118.9	10329	11189	10074	10299	10767	9851.8	10726	8957.4	8615.4	9226	10527	11219	10138	10514	11097	9739.7	10349	3	3	3	3	3	3	3	3	3	3	23.7	87007000	87007000	4				1634	458;7842;18563;19311	True;True;True;True	514;8850;21199;22019	837;13332;31449;32653	1078;16786;39337;40803	1078;16786;39337;40803		
P37666	P37666	13	13	13	Glyoxylate/hydroxypyruvate reductase B	ghrB		1	13	13	13	13	13	13	44.1	44.1	44.1	35.395	324	324	0	199.42	65589	76034	58318	72062	83131	59208	66684	74473	70160	71426	62037	71804	59414	74026	82667	60247	68764	76262	69080	68980	22	22	22	22	22	22	22	22	22	22	65589	76034	58318	72062	83131	59208	66684	74473	70160	71426	62037	71804	59414	74026	82667	60247	68764	76262	69080	68980	22	22	22	22	22	22	22	22	22	22	44.1	3993700000	3993700000	25				1635	819;974;1412;2119;7667;9136;13690;16257;17263;18263;19313;20580;21222	True;True;True;True;True;True;True;True;True;True;True;True;True	924;1104;1105;1595;2422;8656;10282;10283;15696;18583;19719;20846;20847;22021;23459;24177;24178	1433;1709;1710;2483;3759;13013;15461;15462;15463;15464;23394;27535;27536;27537;29234;30937;30938;30939;32655;34722;35749;35750	1826;1827;1828;1829;2192;2193;3144;4794;16398;19552;19553;19554;19555;29340;34511;34512;34513;36583;38720;38721;38722;40805;43355;44677;44678	1826;2193;3144;4794;16398;19554;29340;34513;36583;38722;40805;43355;44677	3176;3177;3178;3179	153;158;170;297
P37669	P37669	1	1	1	O-acetyltransferase WecH	wecH		1	1	1	1	1	1	1	3	3	3	37.569	331	331	1	-2	6672.2	11396	7590.6	12259	8999.1	12908	11479	8474.5	8133.3	7706	6317	10771	7612.4	12545	9081	12868	11473	8904.5	8167	7452.3	3	3	3	3	3	3	3	3	3	3	6672.2	11396	7590.6	12259	8999.1	12908	11479	8474.5	8133.3	7706	6317	10771	7612.4	12545	9081	12868	11473	8904.5	8167	7452.3	3	3	3	3	3	3	3	3	3	3	3	31065000	31065000	3	+			1636	1087	True	1228	1913;1914	2438;2439;2440	2440	3180;3181	195;196
P37671	P37671	7	7	7	HTH-type transcriptional regulator YiaJ	yiaJ		1	7	7	7	7	7	7	36.5	36.5	36.5	31.066	282	282	0	64.708	18151	20252	18597	20708	22953	20935	22075	20410	19540	22132	17177	19134	18752	21238	23021	21009	22443	21160	19388	21312	5	5	5	5	5	5	5	5	5	5	18151	20252	18597	20708	22953	20935	22075	20410	19540	22132	17177	19134	18752	21238	23021	21009	22443	21160	19388	21312	5	5	5	5	5	5	5	5	5	5	36.5	341820000	341820000	8				1637	4179;5291;5321;10165;11829;14067;14335	True;True;True;True;True;True;True	4723;5981;6015;11436;13240;16119;16433	7344;9127;9171;17092;19538;24022;24478	9269;11532;11587;11588;21570;24518;30116;30661	9269;11532;11588;21570;24518;30116;30661	3182;3183	13;211
P37676	P37676	3	3	3	2,3-diketo-L-gulonate-binding periplasmic protein YiaO	yiaO		1	3	3	3	3	3	3	8.8	8.8	8.8	35.97	328	328	0	19.558	5132.7	5240.8	5329.6	6152	6746	5422.4	5776.4	5747	6386.1	5736	4857.6	4956	5370.8	6249.4	6749.1	5482.6	5943.1	5925	6275.3	5534.1	2	2	2	2	2	2	2	2	2	2	5132.7	5240.8	5329.6	6152	6746	5422.4	5776.4	5747	6386.1	5736	4857.6	4956	5370.8	6249.4	6749.1	5482.6	5943.1	5925	6275.3	5534.1	2	2	2	2	2	2	2	2	2	2	8.8	15064000	15064000	3				1638	731;3839;12603	True;True;True	826;4345;14119	1274;6755;20765	1613;8539;26032	1613;8539;26032		
P37685	P37685	21	21	21	Aldehyde dehydrogenase B	aldB		1	21	21	21	21	21	21	48	48	48	56.306	512	512	0	323.31	176830	172280	157990	180980	200500	155520	192630	186710	169880	174610	167260	162800	160670	184880	200820	157740	195840	191340	168580	168740	33	33	33	33	33	33	33	33	33	33	176830	172280	157990	180980	200500	155520	192630	186710	169880	174610	167260	162800	160670	184880	200820	157740	195840	191340	168580	168740	33	33	33	33	33	33	33	33	33	33	48	7242700000	7242700000	43				1639	1268;1497;2535;3143;3185;4399;5435;10147;10311;11722;12921;13019;13277;13500;13501;13880;16732;18452;19400;20787;21137	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1428;1693;2886;3554;3555;3601;4966;6136;11417;11588;13118;14487;14488;14646;15081;15082;15083;15431;15432;15433;15908;19111;21078;22124;23692;24084	2238;2645;2646;4510;4511;5570;5571;5572;5640;7694;9344;9345;17068;17306;19387;19388;21305;21306;21570;22356;22357;22358;22359;22360;22361;22362;22363;22921;22922;22923;23724;28328;31282;32815;35054;35625	2838;3369;3370;5771;5772;5773;7090;7091;7092;7180;9725;11795;11796;11797;21542;21829;24344;24345;26706;26707;27018;28025;28026;28027;28028;28029;28030;28031;28032;28033;28718;28719;28720;28721;28722;29756;35483;39139;41007;41008;43781;44522;44523	2838;3370;5771;7090;7180;9725;11795;21542;21829;24344;26707;27018;28032;28718;28721;29756;35483;39139;41007;43781;44522	3184;3185;3186;3187;3188;3189	1;97;181;402;489;490
P37689	P37689	18	18	18	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmI		1	18	18	18	18	18	18	48.4	48.4	48.4	56.193	514	514	0	200.49	138690	180290	132000	147160	188180	135560	164400	164710	158670	137790	131210	170130	133940	152930	187310	137010	168330	168240	156810	133560	24	25	24	26	26	25	26	25	26	25	138690	180290	132000	147160	188180	135560	164400	164710	158670	137790	131210	170130	133940	152930	187310	137010	168330	168240	156810	133560	24	25	24	26	26	25	26	25	26	25	48.4	2884000000	2884000000	30				1640	544;685;752;2209;2364;2915;4317;5843;9392;9987;10023;16336;16337;17686;18544;19070;19087;20643	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	610;611;772;847;2529;2700;3303;4876;6585;10575;11239;11277;18671;18672;20196;21179;21180;21752;21771;21772;23536	965;966;1199;1304;3952;4225;5170;7565;10009;15878;15879;15880;15881;16799;16850;27663;27664;30008;31413;31414;32259;32260;32298;32299;32300;34857	1229;1230;1520;1521;1652;5044;5402;6593;6594;9556;9557;12645;20059;20060;20061;20062;21202;21260;34668;34669;34670;37571;39298;39299;40328;40329;40377;40378;40379;43537	1229;1520;1652;5044;5402;6593;9556;12645;20061;21202;21260;34669;34670;37571;39298;40329;40379;43537	3190;3191;3192;3193;3194;3195	35;251;260;321;374;451
P37690	P37690	4	4	4	Murein hydrolase activator EnvC	envC		1	4	4	4	4	4	4	8.1	8.1	8.1	46.594	419	419	0	25.488	19582	18575	16846	19683	20023	18765	19555	19344	19443	20082	18519	17554	17158	20127	20125	18895	19925	19986	19189	19357	5	5	5	5	5	5	5	5	5	5	19582	18575	16846	19683	20023	18765	19555	19344	19443	20082	18519	17554	17158	20127	20125	18895	19925	19986	19189	19357	5	5	5	5	5	5	5	5	5	5	8.1	75836000	75836000	7				1641	4328;7884;14953;18004	True;True;True;True	4887;4888;8893;17107;20553	7578;7579;7580;13386;13387;25394;30537	9571;9572;9573;16849;16850;31825;38226	9572;16850;31825;38226	3196	175
P37691	P37691	3	3	3	Uncharacterized protein YibQ	yibQ		1	3	3	3	3	3	3	11.9	11.9	11.9	35.352	319	319	0	25.639	1248.5	1417	1668.3	1934.5	1691.4	1493.3	1709.1	1606.7	2164.4	1912.8	1183	1341.5	1656.1	1947.6	1715.8	1521.5	1751.3	1664.9	2116.3	1838.3	1	1	1	1	1	1	1	1	1	1	1248.5	1417	1668.3	1934.5	1691.4	1493.3	1709.1	1606.7	2164.4	1912.8	1183	1341.5	1656.1	1947.6	1715.8	1521.5	1751.3	1664.9	2116.3	1838.3	1	1	1	1	1	1	1	1	1	1	11.9	17157000	17157000	3				1642	1986;13679;19390	True;True;True	2267;15684;22113	3495;23378;32800	4435;29321;40987	4435;29321;40987		
P37692	P37692	7	7	7	ADP-heptose--LPS heptosyltransferase 2	rfaF		1	7	7	7	7	7	7	27	27	27	39.042	348	348	0	69.22	18015	16828	15493	16827	18837	15350	17538	17803	17466	18858	17038	15897	15784	17253	18900	15518	17913	18331	17237	18169	9	9	9	9	9	9	9	9	9	9	18015	16828	15493	16827	18837	15350	17538	17803	17466	18858	17038	15897	15784	17253	18900	15518	17913	18331	17237	18169	9	9	9	9	9	9	9	9	9	9	27	941930000	941930000	10				1643	2409;13349;16368;17665;19784;21218;21267	True;True;True;True;True;True;True	2748;15202;18703;20174;22544;22545;24172;24230	4294;22557;27709;29980;33422;33423;35742;35826	5485;28276;34721;37539;41799;41800;41801;44668;44669;44768	5485;28276;34721;37539;41800;44669;44768	3197	131
P37744	P37744	18	18	17	Glucose-1-phosphate thymidylyltransferase 1	rmlA1		1	18	18	17	18	18	17	58.4	58.4	54.3	32.693	293	293	0	204.49	181570	176560	155680	185990	195070	150550	199690	189700	165420	170290	171720	166840	158740	189820	195670	153290	202110	193900	164680	164740	21	21	21	21	21	21	21	21	21	21	181570	176560	155680	185990	195070	150550	199690	189700	165420	170290	171720	166840	158740	189820	195670	153290	202110	193900	164680	164740	21	21	21	21	21	21	21	21	21	21	58.4	5425000000	5425000000	30				1644	3222;5323;6898;7013;10022;10225;10231;10291;10783;11907;12454;12861;13887;14060;14184;17128;20305;21242	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3640;6017;7772;7899;11276;11501;11507;11568;12104;13333;13334;13953;13954;14398;14399;15917;16111;16263;19567;23152;24200	5685;9173;9174;11692;11693;11878;11879;16848;16849;17190;17191;17199;17281;18008;19657;19658;19659;20511;20512;21146;21147;23733;24012;24254;29014;34292;35777	7235;11590;11591;11592;14743;14744;14988;14989;21258;21259;21695;21696;21708;21799;22658;24655;24656;24657;24658;25714;25715;26489;26490;29765;30105;30405;36322;42829;42830;44707	7235;11591;14743;14988;21259;21695;21708;21799;22658;24656;25714;26490;29765;30105;30405;36322;42829;44707	3198;3199;3200;3201;3202	22;123;186;217;218
P37745	P37745	5	5	5	dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC		1	5	5	5	5	5	5	29.7	29.7	29.7	21.27	185	185	0	44.626	35543	43540	30957	37251	48443	31487	38518	39893	36340	33583	33616	41095	31631	38540	47985	31987	39625	40702	35949	32546	7	7	7	7	7	7	7	7	7	7	35543	43540	30957	37251	48443	31487	38518	39893	36340	33583	33616	41095	31631	38540	47985	31987	39625	40702	35949	32546	7	7	7	7	7	7	7	7	7	7	29.7	659870000	659870000	12				1645	6979;8694;11225;17818;20942	True;True;True;True;True	7864;9787;12579;20336;23862	11818;11819;11820;14767;14768;18643;30218;35286;35287	14901;14902;14903;14904;18664;18665;18666;23429;37824;44083;44084;44085	14903;18665;23429;37824;44084		
P37747	P37747	17	17	17	UDP-galactopyranose mutase	glf		1	17	17	17	17	17	17	54.8	54.8	54.8	42.965	367	367	0	253.81	148840	149780	133630	150600	161250	139270	164010	151510	143270	150010	140780	141500	135780	154400	162020	140540	166250	156020	142240	144750	27	27	27	27	27	27	27	27	27	27	148840	149780	133630	150600	161250	139270	164010	151510	143270	150010	140780	141500	135780	154400	162020	140540	166250	156020	142240	144750	27	27	27	27	27	27	27	27	27	27	54.8	4414200000	4414200000	33				1646	3278;3549;4915;5647;6398;6419;8211;8240;9312;11324;13204;13918;19429;21174;21314;21500;21705	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3701;4016;5533;6375;7212;7235;9249;9282;10490;12683;14955;14956;15951;22156;24125;24283;24500;24727;24728	5771;6231;8499;9721;10886;10918;13919;13920;13963;15762;15763;18795;22146;22147;22148;23780;23781;32874;35683;35684;35912;36223;36224;36547;36548	7342;7900;10745;12265;12266;13722;13723;13759;17529;17530;17531;17585;17586;17587;17588;19919;19920;19921;23614;27763;27764;27765;29824;29825;41094;44592;44593;44594;44871;45261;45262;45668;45669	7342;7900;10745;12265;13722;13759;17531;17585;19920;23614;27765;29824;41094;44592;44871;45262;45668	3203;3204	201;349
P37749	P37749	11	11	11	Beta-1,6-galactofuranosyltransferase WbbI	wbbI		1	11	11	11	11	11	11	38.5	38.5	38.5	37.757	330	330	0	122.48	55310	54826	56642	61167	65320	51697	67873	58323	57968	59820	52343	51828	57070	62265	65802	52437	68695	60047	57617	57677	16	16	16	16	16	16	16	16	16	16	55310	54826	56642	61167	65320	51697	67873	58323	57968	59820	52343	51828	57070	62265	65802	52437	68695	60047	57617	57677	16	16	16	16	16	16	16	16	16	16	38.5	914740000	914740000	17				1647	165;3816;5036;7961;9026;9178;9941;10755;13587;15148;21357	True;True;True;True;True;True;True;True;True;True;True	189;4319;5697;8971;10160;10333;11190;12075;15575;17322;24328	325;326;6718;6719;8772;13496;15261;15541;16733;17964;17965;23225;25701;35977	428;429;430;8495;8496;11106;16984;19279;19651;21113;22608;22609;22610;29129;32211;32212;44960	429;8495;11106;16984;19279;19651;21113;22609;29129;32211;44960	3205;3206;3207	1;117;125
P37750	P37750	1	1	1	Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ	wbbJ		1	1	1	1	1	1	1	6.1	6.1	6.1	21.675	196	196	0.0056259	8.7225	4431.4	4610.8	4398.3	4572	4584.1	4586.2	4387.6	4218.6	4774.2	4950.5	4193.1	4355.4	4432.7	4697	4638.6	4601.1	4486.3	4395	4694.3	4759.1	1	1	1	1	1	1	1	1	1	1	4431.4	4610.8	4398.3	4572	4584.1	4586.2	4387.6	4218.6	4774.2	4950.5	4193.1	4355.4	4432.7	4697	4638.6	4601.1	4486.3	4395	4694.3	4759.1	1	1	1	1	1	1	1	1	1	1	6.1	9615000	9615000	1				1648	18253	True	20835	30919	38698	38698		
P37751	P37751	17	17	17	Putative glycosyltransferase WbbK	wbbK		1	17	17	17	17	17	17	51.3	51.3	51.3	43.188	372	372	0	183.92	86093	80672	75080	84285	87236	78204	88455	85548	81125	86085	81425	76229	76386	86223	87820	78913	89780	88120	80357	83039	19	19	19	19	19	19	19	19	19	19	86093	80672	75080	84285	87236	78204	88455	85548	81125	86085	81425	76229	76386	86223	87820	78913	89780	88120	80357	83039	19	19	19	19	19	19	19	19	19	19	51.3	962530000	962530000	24				1649	686;3249;4905;5119;5368;5411;6042;6095;8829;11136;11564;11634;14166;14454;17213;20944;21553	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	773;3670;5521;5796;6064;6109;6811;6868;9934;12486;12946;13026;16244;16561;19659;23864;24560	1200;5727;8486;8892;9241;9311;9312;10334;10335;10407;14956;18526;19146;19264;24226;24673;24674;29156;35289;36312	1522;7284;10726;10727;11251;11674;11757;11758;11759;13063;13064;13156;18908;23282;23283;24044;24203;30369;30915;30916;36494;44087;44088;45375	1522;7284;10726;11251;11674;11757;13063;13156;18908;23282;24044;24203;30369;30916;36494;44087;45375		
P37759	P37759	15	15	13	dTDP-glucose 4,6-dehydratase 1	rfbB		1	15	15	13	15	15	13	46	46	43.8	40.558	361	361	0	186.23	66042	78930	60781	74933	91402	61048	76228	76035	73179	66304	62473	74540	61851	76960	90730	62124	78238	77686	72335	64193	20	20	20	20	20	20	20	20	20	20	66042	78930	60781	74933	91402	61048	76228	76035	73179	66304	62473	74540	61851	76960	90730	62124	78238	77686	72335	64193	20	20	20	20	20	20	20	20	20	20	46	2092400000	2092400000	25				1650	815;1314;1514;1979;3887;5337;6790;9021;11594;14483;16273;16658;18787;21004;21650	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	920;1481;1710;2260;4399;6033;7655;10155;12980;16592;18600;19025;21435;23933;24666;24667	1428;1429;2313;2665;3484;6826;6827;9201;11517;15255;15256;19202;24710;27558;28176;31806;31807;35405;36466;36467;36468	1820;1821;1822;2932;3392;4424;8628;8629;8630;11626;14536;19272;19273;24126;30958;34538;35291;39755;39756;44248;44249;44250;45558;45559;45560	1821;2932;3392;4424;8628;11626;14536;19272;24126;30958;34538;35291;39755;44249;45560	3208	65
P37765	P37765	15	15	15	Ribosomal large subunit pseudouridine synthase B	rluB		1	15	15	15	15	15	15	54	54	54	32.711	291	291	0	130.06	92472	92117	86271	96521	100010	93146	101360	94839	92063	99502	87479	87045	87397	98782	100690	93724	102850	98063	91233	95888	16	16	16	16	16	16	16	16	16	16	92472	92117	86271	96521	100010	93146	101360	94839	92063	99502	87479	87045	87397	98782	100690	93724	102850	98063	91233	95888	16	16	16	16	16	16	16	16	16	16	54	1461400000	1461400000	22				1651	4617;4972;5303;6343;7994;8822;10989;11271;12800;13724;16078;19359;19378;19767;21183	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	5204;5593;5995;7154;9011;9927;12330;12627;14332;15742;18386;22077;22098;22526;24134	8039;8577;8578;9143;10799;13563;14946;14947;18330;18708;21070;23476;27254;32752;32780;33396;35695	10170;10840;10841;10842;10843;10844;11551;11552;13627;17076;17077;18897;18898;23037;23504;26401;29437;34158;40927;40963;41765;44607	10170;10841;11552;13627;17076;18897;23037;23504;26401;29437;34158;40927;40963;41765;44607		
P37767	P37767	1	1	1	Uncharacterized HTH-type transcriptional regulator YfhH	yfhH		1	1	1	1	1	1	1	2.5	2.5	2.5	30.707	282	282	0.0093666	6.3413	2105.9	2295.1	2533.1	2502.2	2635.7	2349.8	2380.6	2939.1	2277.9	2606.8	1994.3	2169.3	2526.9	2554.1	2664.9	2374.4	2432.6	3003.9	2251.9	2522.6	1	1	1	1	1	1	1	1	1	1	2105.9	2295.1	2533.1	2502.2	2635.7	2349.8	2380.6	2939.1	2277.9	2606.8	1994.3	2169.3	2526.9	2554.1	2664.9	2374.4	2432.6	3003.9	2251.9	2522.6	1	1	1	1	1	1	1	1	1	1	2.5	5529200	5529200	1				1652	8516	True	9587	14429	18219	18219		
P37769	P37769	6	6	6	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	kduD		1	6	6	6	6	6	6	24.9	24.9	24.9	27.07	253	253	0	35.084	19073	26097	16718	22978	23512	18638	20078	21721	20598	23297	18039	24635	17046	23713	23411	18958	20617	22370	20302	22440	4	4	4	4	4	4	4	4	4	4	19073	26097	16718	22978	23512	18638	20078	21721	20598	23297	18039	24635	17046	23713	23411	18958	20617	22370	20302	22440	4	4	4	4	4	4	4	4	4	4	24.9	420040000	420040000	7				1653	8243;8437;11893;16332;16759;20191	True;True;True;True;True;True	9285;9505;13310;13311;18666;19140;23031	13967;14308;19619;19620;27657;28374;34117	17592;18055;24607;24608;34659;35536;42627	17592;18055;24607;34659;35536;42627	3209;3210	166;172
P37773	P37773	15	15	15	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase	mpl		1	15	15	15	15	15	15	39.4	39.4	39.4	49.874	457	457	0	192.13	70923	75385	61912	73713	84546	58823	72577	74868	68234	70244	67078	71204	63114	75549	84288	59960	74333	76593	67510	67876	18	18	18	18	18	18	18	18	18	18	70923	75385	61912	73713	84546	58823	72577	74868	68234	70244	67078	71204	63114	75549	84288	59960	74333	76593	67510	67876	18	18	18	18	18	18	18	18	18	18	39.4	2550400000	2550400000	19				1654	2838;6461;7593;8569;9221;9309;9938;10336;11697;12585;14979;15213;15599;18277;20946	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3221;7278;8570;9647;10385;10487;11187;11618;13093;14101;17137;17392;17393;17849;20862;23866	5041;10975;12869;12870;14527;15613;15759;16730;17344;19359;20740;25441;25804;25805;26453;30960;35291;35292	6443;13835;13836;16230;16231;18359;19740;19916;21110;21868;24309;25998;31885;32341;32342;33122;38746;44090;44091	6443;13835;16231;18359;19740;19916;21110;21868;24309;25998;31885;32342;33122;38746;44090	3211;3212	38;232
P37774	P37774	4	4	4	Uncharacterized amino-acid ABC transporter ATP-binding protein YecC	yecC		1	4	4	4	4	4	4	13.6	13.6	13.6	27.677	250	250	0	25.631	18847	19589	17570	20451	20941	18379	20358	20480	19830	19641	17829	18510	17805	20912	21043	18578	20736	21053	19588	18968	5	5	5	5	5	5	5	5	5	5	18847	19589	17570	20451	20941	18379	20358	20480	19830	19641	17829	18510	17805	20912	21043	18578	20736	21053	19588	18968	5	5	5	5	5	5	5	5	5	5	13.6	118930000	118930000	6				1655	1073;1281;9887;12387	True;True;True;True	1213;1445;11132;13878	1891;2262;16667;20397;20398	2411;2864;21039;21040;25582;25583	2411;2864;21039;25583	3213	217
