ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Missing	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_m06677	Total_m06679	Total_m06681	Unique_m06677	Unique_m06679	Unique_m06681	Corrected_m06677	Corrected_m06679	Corrected_m06681	PSMs_Used_m06677	TotInt_126C_m06677	TotInt_127N_m06677	TotInt_127C_m06677	TotInt_128N_m06677	TotInt_128C_m06677	TotInt_129N_m06677	TotInt_129C_m06677	TotInt_130N_m06677	TotInt_130C_m06677	TotInt_131N_m06677	TotInt_131C_m06677	PSMs_Used_m06679	TotInt_126C_m06679	TotInt_127N_m06679	TotInt_127C_m06679	TotInt_128N_m06679	TotInt_128C_m06679	TotInt_129N_m06679	TotInt_129C_m06679	TotInt_130N_m06679	TotInt_130C_m06679	TotInt_131N_m06679	TotInt_131C_m06679	PSMs_Used_m06681	TotInt_126C_m06681	TotInt_127N_m06681	TotInt_127C_m06681	TotInt_128N_m06681	TotInt_128C_m06681	TotInt_129N_m06681	TotInt_129C_m06681	TotInt_130N_m06681	TotInt_130C_m06681	TotInt_131N_m06681	TotInt_131C_m06681	Average_all	Average_m06677	Average_m06679	Average_m06681	SLNorm_Met6-1_1	SLNorm_Met6-2_1	SLNorm_Met6-3_1	SLNorm_Pfk2-1_1	SLNorm_Pfk2-2_1	SLNorm_Pfk2-3_1	SLNorm_Ura2-1_1	SLNorm_Ura2-2_1	SLNorm_Ura2-3_1	SLNorm_unused-1_1	SLNorm_unused-2_1	AvePool_1	SLNorm_Met6-1_2	SLNorm_Met6-2_2	SLNorm_Met6-3_2	SLNorm_Pfk2-1_2	SLNorm_Pfk2-2_2	SLNorm_Pfk2-3_2	SLNorm_Ura2-1_2	SLNorm_Ura2-2_2	SLNorm_Ura2-3_2	SLNorm_unused-1_2	SLNorm_unused-2_2	AvePool_2	SLNorm_Met6-1_3	SLNorm_Met6-2_3	SLNorm_Met6-3_3	SLNorm_Pfk2-1_3	SLNorm_Pfk2-2_3	SLNorm_Pfk2-3_3	SLNorm_Ura2-1_3	SLNorm_Ura2-2_3	SLNorm_Ura2-3_3	SLNorm_unused-1_3	SLNorm_unused-2_3	AvePool_3	GeoMeanPools	IRS_Fac_AvePool_1	IRS_Fac_AvePool_2	IRS_Fac_AvePool_3	IRSNorm_Met6-1_1	IRSNorm_Met6-2_1	IRSNorm_Met6-3_1	IRSNorm_Pfk2-1_1	IRSNorm_Pfk2-2_1	IRSNorm_Pfk2-3_1	IRSNorm_Ura2-1_1	IRSNorm_Ura2-2_1	IRSNorm_Ura2-3_1	IRSNorm_unused-1_1	IRSNorm_unused-2_1	IRSNorm_Met6-1_2	IRSNorm_Met6-2_2	IRSNorm_Met6-3_2	IRSNorm_Pfk2-1_2	IRSNorm_Pfk2-2_2	IRSNorm_Pfk2-3_2	IRSNorm_Ura2-1_2	IRSNorm_Ura2-2_2	IRSNorm_Ura2-3_2	IRSNorm_unused-1_2	IRSNorm_unused-2_2	IRSNorm_Met6-1_3	IRSNorm_Met6-2_3	IRSNorm_Met6-3_3	IRSNorm_Pfk2-1_3	IRSNorm_Pfk2-2_3	IRSNorm_Pfk2-3_3	IRSNorm_Ura2-1_3	IRSNorm_Ura2-2_3	IRSNorm_Ura2-3_3	IRSNorm_unused-1_3	IRSNorm_unused-2_3
622	1	sp|P49334|TOM22_YEAST	 	 	 	 	missing in m06679+m06681	25	152	16790	Mitochondrial import receptor subunit TOM22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM22 PE=1 SV=3	5	5	1	1	0	0	1	0	0	1	0	0	1	2172.0	500.0	2529.0	1027.0	1185.0	1192.0	2324.0	854.0	517.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.8181818181818	1145.4545454545455	0.0	0.0	2354.588070438831	557.5662132358827	2640.9200833592845	929.239318142665	1156.9544535165642	1113.837312841567	2338.137824639467	904.4925914969415	530.4121546934903	151.86810175123335	151.86810175123335	1391.7942247071878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1391.7942247071878	1.0	0.0	0.0	2354.588070438831	557.5662132358827	2640.9200833592845	929.239318142665	1156.9544535165642	1113.837312841567	2338.137824639467	904.4925914969415	530.4121546934903	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726	1	sp|Q06252|YL179_YEAST	 	 	 	 	missing in m06679+m06681	31.8	201	22151	Uncharacterized protein YLR179C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR179C PE=1 SV=1	19	19	1	2	1	2	2	1	2	2	1	2	2	958.0	855.0	1039.0	821.0	2665.0	1293.0	554.0	2577.0	1149.0	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	370.030303030303	1110.090909090909	0.0	0.0	1038.533780607919	953.4382246333595	1084.980611550137	742.8485688365413	2601.927104322062	1208.2144677048207	557.3702043245545	2729.364646706813	1178.8076706824377	151.86810175123335	151.86810175123335	1343.9428088187385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1343.9428088187385	1.0	0.0	0.0	1038.533780607919	953.4382246333595	1084.980611550137	742.8485688365413	2601.927104322062	1208.2144677048207	557.3702043245545	2729.364646706813	1178.8076706824377	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710	1	sp|Q04697|GSF2_YEAST	 	 	 	 	missing in m06679+m06681	14.6	403	45869	Glucose-signaling factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSF2 PE=1 SV=1	7	7	1	1	0	0	1	0	0	1	0	0	1	896.0	1258.0	2119.0	1207.0	1286.0	879.0	1110.0	938.0	2087.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	366.06060606060606	1098.1818181818182	0.0	0.0	971.3217822804754	1402.836592501481	2212.775664942002	1092.1050214198603	1255.5640736053178	821.3615754930682	1116.7525754517246	993.4590759064768	2141.141521944515	151.86810175123335	151.86810175123335	1334.1464315049914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1334.1464315049914	1.0	0.0	0.0	971.3217822804754	1402.836592501481	2212.775664942002	1092.1050214198603	1255.5640736053178	821.3615754930682	1116.7525754517246	993.4590759064768	2141.141521944515	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127	1	sp|P09457|ATPO_YEAST	 	 	 	 	missing in m06679+m06681	32.1	212	22814	"ATP synthase subunit 5, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP5 PE=1 SV=1"	13	13	1	1	1	1	1	1	1	1	1	1	1	613.0	635.0	870.0	2552.0	2405.0	2139.0	899.0	783.0	521.0	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	355.06060606060606	1065.1818181818182	0.0	0.0	664.5315318503699	708.1090908095711	908.5015707878914	2309.0737486855705	2348.080557558934	1998.7399430940536	904.4689777757662	829.2947296745963	534.5159237820278	151.86810175123335	151.86810175123335	1245.0351193354204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1245.0351193354204	1.0	0.0	0.0	664.5315318503699	708.1090908095711	908.5015707878914	2309.0737486855705	2348.080557558934	1998.7399430940536	904.4689777757662	829.2947296745963	534.5159237820278	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
598	1	sp|P47068|BBC1_YEAST	 	 	 	 	missing in m06679+m06681	8.3	1157	128295	Myosin tail region-interacting protein MTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BBC1 PE=1 SV=2	15	15	1	1	0	0	1	0	0	1	0	0	1	740.0	1245.0	617.0	1976.0	2264.0	995.0	1012.0	1035.0	906.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	336.06060606060606	1008.1818181818181	0.0	0.0	802.2077219727141	1388.339870957348	644.3051369840564	1787.9034981985453	2210.4176225835454	929.7551394944288	1018.1564021235545	1096.1941829032019	929.5036985537758	151.86810175123335	151.86810175123335	1200.7536970856854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1200.7536970856854	1.0	0.0	0.0	802.2077219727141	1388.339870957348	644.3051369840564	1787.9034981985453	2210.4176225835454	929.7551394944288	1018.1564021235545	1096.1941829032019	929.5036985537758	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	1	sp|P07560|SEC4_YEAST	 	 	 	 	missing in m06679+m06681	27.4	215	23505	Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC4 PE=1 SV=1	12	12	1	1	0	1	1	0	1	1	0	1	1	1195.0	2092.0	2108.0	1030.0	676.0	1000.0	939.0	150.0	1208.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	324.1818181818182	972.5454545454545	0.0	0.0	1295.4570645370181	2332.8570361789334	2201.2888634722704	931.9537465306182	660.0010215841328	934.4272758737978	944.7123138280806	158.86872215988433	1239.3382647383678	151.86810175123335	151.86810175123335	1188.7671454336783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1188.7671454336783	1.0	0.0	0.0	1295.4570645370181	2332.8570361789334	2201.2888634722704	931.9537465306182	660.0010215841328	934.4272758737978	944.7123138280806	158.86872215988433	1239.3382647383678	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	1	sp|P07256|QCR1_YEAST	 	 	 	 	missing in m06679+m06681	11.6	457	50227	"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COR1 PE=1 SV=1"	12	12	1	1	0	1	1	0	1	1	0	1	1	798.0	401.0	560.0	876.0	2833.0	2360.0	150.0	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259.93939393939394	779.8181818181819	0.0	0.0	865.0834623435485	447.16810301517796	584.7826202772635	792.613089282351	2765.9510268459294	2205.2483710621627	150.91251019617903	158.86872215988433	153.89134082016156	151.86810175123335	151.86810175123335	902.7243606669621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	902.7243606669621	1.0	0.0	0.0	865.0834623435485	447.16810301517796	584.7826202772635	792.613089282351	2765.9510268459294	2205.2483710621627	150.91251019617903	158.86872215988433	153.89134082016156	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
385	1	sp|P33297|PRS6A_YEAST	 	 	 	 	missing in m06679+m06681	18.2	434	48255	26S proteasome regulatory subunit 6A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPT5 PE=1 SV=3	9	9	1	2	1	0	2	1	0	2	1	0	2	929.0	962.0	1050.0	794.0	506.0	1155.0	1063.0	780.0	778.0	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.03030303030303	756.0909090909091	0.0	0.0	1007.0959104225019	1072.7573942658385	1096.467413019869	718.418713344962	494.0244333159337	1079.2635036342365	1069.4666555902554	826.1173552313985	798.1830877205714	151.86810175123335	151.86810175123335	906.8660518383963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	906.8660518383963	1.0	0.0	0.0	1007.0959104225019	1072.7573942658385	1096.467413019869	718.418713344962	494.0244333159337	1079.2635036342365	1069.4666555902554	826.1173552313985	798.1830877205714	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370	1	sp|P32599|FIMB_YEAST	 	 	 	 	missing in m06679+m06681	23.7	642	71772	Fimbrin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAC6 PE=1 SV=1	39	39	1	1	1	1	1	1	1	1	1	1	1	1105.0	2004.0	1232.0	150.0	873.0	150.0	547.0	924.0	995.0	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.90909090909088	752.7272727272726	0.0	0.0	1197.8912605133096	2234.725382649418	1286.5217646099795	135.72141939766286	852.3385974008106	140.16409138106968	550.3276205153995	978.6313285048875	1020.8125607737384	151.86810175123335	151.86810175123335	933.0148917495862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	933.0148917495862	1.0	0.0	0.0	1197.8912605133096	2234.725382649418	1286.5217646099795	135.72141939766286	852.3385974008106	140.16409138106968	550.3276205153995	978.6313285048875	1020.8125607737384	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295	1	sp|P25567|SRO9_YEAST	 	 	 	 	missing in m06679+m06681	27.9	434	48059	RNA-binding protein SRO9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRO9 PE=1 SV=2	32	32	1	3	2	2	3	2	2	3	2	2	3	2647.0	656.0	583.0	150.0	542.0	475.0	803.0	665.0	781.0	150.0	150.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.36363636363637	691.0909090909091	0.0	0.0	2869.518702786181	731.5268717654782	608.800477895794	135.72141939766286	529.1724167139052	443.852956040054	807.8849712502117	704.3180015754872	801.2609145369746	151.86810175123335	151.86810175123335	848.0063035513053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	848.0063035513053	1.0	0.0	0.0	2869.518702786181	731.5268717654782	608.800477895794	135.72141939766286	529.1724167139052	443.852956040054	807.8849712502117	704.3180015754872	801.2609145369746	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181	1	sp|P12945|NAT1_YEAST	 	 	 	 	missing in m06679+m06681	7.8	854	98904	N-terminal acetyltransferase A complex subunit NAT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAT1 PE=1 SV=2	6	6	1	1	0	0	1	0	0	1	0	0	1	1143.0	1063.0	1297.0	418.0	719.0	515.0	877.0	150.0	874.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222.9090909090909	668.7272727272727	0.0	0.0	1239.0857111010976	1185.3857693394866	1354.3983187493047	378.2103553881538	701.9833350872656	481.23004707500587	882.3351429469933	158.86872215988433	896.6735458454748	151.86810175123335	151.86810175123335	808.6856608547407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	808.6856608547407	1.0	0.0	0.0	1239.0857111010976	1185.3857693394866	1354.3983187493047	378.2103553881538	701.9833350872656	481.23004707500587	882.3351429469933	158.86872215988433	896.6735458454748	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
517	1	sp|P39958|GDI1_YEAST	 	 	 	 	missing in m06679+m06681	4.9	451	51206	Rab GDP-dissociation inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDI1 PE=1 SV=1	7	7	1	1	0	1	1	0	1	1	0	1	1	1206.0	941.0	643.0	1112.0	1058.0	150.0	150.0	150.0	1016.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203.81818181818184	611.4545454545455	0.0	0.0	1307.3817739176934	1049.3396133099313	671.4557586397865	1006.1481224680073	1032.9601787514978	140.16409138106968	150.91251019617903	158.86872215988433	1042.357348488561	151.86810175123335	151.86810175123335	728.8431243680678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	728.8431243680678	1.0	0.0	0.0	1307.3817739176934	1049.3396133099313	671.4557586397865	1006.1481224680073	1032.9601787514978	140.16409138106968	150.91251019617903	158.86872215988433	1042.357348488561	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501	1	sp|P39078|TCPD_YEAST	 	 	 	 	missing in m06679+m06681	10.2	528	57603	T-complex protein 1 subunit delta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCT4 PE=1 SV=2	12	12	1	1	0	0	1	0	0	1	0	0	1	150.0	907.0	150.0	549.0	757.0	977.0	911.0	790.0	645.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.93939393939397	557.8181818181819	0.0	0.0	162.60967337284745	1011.4251108098913	156.63820185998128	496.740394995446	739.0839842295688	912.9354485287005	916.5419785914605	836.7086033753908	661.7327655266947	151.86810175123335	151.86810175123335	654.9351290322201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	654.9351290322201	1.0	0.0	0.0	162.60967337284745	1011.4251108098913	156.63820185998128	496.740394995446	739.0839842295688	912.9354485287005	916.5419785914605	836.7086033753908	661.7327655266947	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
363	1	sp|P32563|VPH1_YEAST	 	 	 	 	missing in m06679+m06681	12	840	95528	"V-type proton ATPase subunit a, vacuolar isoform OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPH1 PE=1 SV=3"	24	24	1	1	2	3	1	2	3	1	2	3	1	612.0	150.0	632.0	674.0	938.0	1089.0	660.0	492.0	553.0	150.0	150.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.84848484848484	554.5454545454545	0.0	0.0	663.4474673612176	167.26986397076482	659.9689571700545	609.8415778268317	915.8002340915925	1017.5913034265658	664.0150448631877	521.0894086844206	567.346076490329	151.86810175123335	151.86810175123335	642.9299926538849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	642.9299926538849	1.0	0.0	0.0	663.4474673612176	167.26986397076482	659.9689571700545	609.8415778268317	915.8002340915925	1017.5913034265658	664.0150448631877	521.0894086844206	567.346076490329	151.86810175123335	151.86810175123335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
573	1	sp|P41920|YRB1_YEAST	 	 	 	 	missing in m06681	19.4	201	22953	Ran-specific GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YRB1 PE=1 SV=1	11	11	1	1	1	0	1	1	0	1	1	0	1	11670.0	12049.0	11248.0	10468.0	12007.0	6829.0	12385.0	11957.0	13319.0	150.0	150.0	1	15228.0	14107.0	16309.0	12588.0	11703.0	10643.0	17054.0	15080.0	20950.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7157.39393939394	9293.818181818182	12178.363636363638	0.0	12651.032588407532	13436.230606558302	11745.776630140463	9471.545455031564	11722.828796095684	6381.203866942165	12460.342925197847	12663.95540577158	13664.525122558212	151.86810175123335	151.86810175123335	11577.493488522594	15747.415330199909	14921.411505226732	16093.669052697185	10702.209709284141	10724.886272034579	9328.201736523231	16259.836545927988	15015.104970109353	20253.428215103053	143.2858291017788	143.2858291017788	14338.462593011798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12884.232895520745	1.1128689390578015	0.8985784083853029	0.0	14078.941214646762	14952.763700056497	13071.509976794336	10540.588741778718	13045.972045067248	7101.443577315468	13866.72861146131	14093.322616696327	15206.825575870032	169.0092932726173	169.0092932726173	14150.287403593353	13408.058201228783	14461.423522452442	9616.774566774278	9637.151236438216	8382.120669502065	14610.738044045152	13492.249125779113	18199.293289873287	128.7535522584449	128.7535522584449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	1	sp|O14455|RL36B_YEAST	 	 	"sp|O14455|RL36B_YEAST, sp|P05745|RL36A_YEAST"	 	missing in m06681	40	100	11135	60S ribosomal protein L36-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL36B PE=1 SV=3	45	12	0.267	4	4	3	1	1	0	2.5	2.5	0	1	16603.0	17305.0	18710.0	13420.0	10732.0	11108.0	20246.0	14967.0	17300.0	150.0	150.0	1	7470.0	7828.0	10312.0	8250.0	7900.0	8488.0	8950.0	9355.0	10484.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6667.515151515152	12790.09090909091	7212.454545454545	0.0	17998.72271339591	19297.3666400939	19538.005045334998	12142.54298877757	10478.004384084192	10379.618180406145	20369.164542878934	15851.92109711326	17748.8013079253	151.86810175123335	151.86810175123335	15978.23854444558	7724.795936209175	8279.918427937539	10175.84862783821	7014.079289926452	7239.733534057351	7439.422751067292	8533.22018799434	9314.741843194495	10135.414864302644	143.2858291017788	143.2858291017788	8428.575051391943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11604.903393001732	0.7262942883673418	1.3768523531252452	0.0	13072.369504646993	14015.567171230681	14190.341470519115	8819.05961900406	7610.114737648315	7538.657399862805	14794.007866307546	11513.159752483127	12890.85301531295	110.30093488711108	110.30093488711108	10635.903462181934	11400.225171190881	14010.641128285337	9657.351575342283	9968.04415236661	10242.986720700486	11748.984295575856	12825.024225556524	13954.969805815683	197.2834309682859	197.2834309682859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
